Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Naive+PRC2i 1	LFQ intensity Naive+PRC2i 2	LFQ intensity Naive+PRC2i 3	log2 fold change	p-value
Q9UGU5;Q7Z641;Q6P681;F8WDU7	Q9UGU5;Q7Z641;Q6P681	HMG domain-containing protein 4	HMGXB4	27.14394	26.71856	27.05848	27.03044	26.88646	27.06106	-0.018994649	0.046202519
Q9UGV2;Q5TH30;B7Z341;F8WBF9;B7ZLZ9;B7Z323;Q5TH29	Q9UGV2;Q5TH30;B7Z341;F8WBF9;B7ZLZ9;B7Z323	Protein NDRG3	NDRG3	23.79808	23.89615	23.98876	21.77877	24.11593	23.96622	0.607355754	0.330203826
Q9UH65;E7EMB1	Q9UH65;E7EMB1	Switch-associated protein 70	SWAP70	27.62902	27.4538	27.46723	27.37559	27.49625	27.55713	0.040360133	0.200463934
Q9UHB7;Q8TAX5;C9JCE0;H7C319	Q9UHB7	AF4/FMR2 family member 4	AFF4	27.57824	27.47197	27.60865	27.58341	27.51194	27.70938	-0.04862531	0.27464356
Q9UHB9;B4DVI7;Q96K98;B3KMI9;Q96K97;K7EN53;K7EQC2	Q9UHB9;B4DVI7;Q96K98;B3KMI9;Q96K97	Signal recognition particle subunit SRP68	SRP68	26.28193	26.0065	26.10412	26.5045	26.64623	26.36344	-0.373875936	1.506936017
Q9UHD2;B4E164;F5GZI4;F5H206;F5H1A3	Q9UHD2;B4E164	Serine/threonine-protein kinase TBK1	TBK1	25.44177	25.06386	25.23823	25.43555	25.71469	25.41525	-0.273877462	0.874450476
Q9UHK0	Q9UHK0	Nuclear fragile X mental retardation-interacting protein 1	NUFIP1	25.74073	25.59431	25.83174	25.74658	25.66774	25.74335	0.003036499	0.013608415
Q9UHV7;A0A024QZ75;J3QRB7	Q9UHV7;A0A024QZ75	Mediator of RNA polymerase II transcription subunit 13	MED13;THRAP1	25.57138	25.48438	25.77884	25.58812	25.50252	25.49268	0.083758036	0.380707944
Q9UHY7;Q7Z508;A0A0C4DGY8;D6RA00	Q9UHY7;Q7Z508;A0A0C4DGY8;D6RA00	Enolase-phosphatase E1	ENOPH1	23.38574	23.5948	21.83828	23.40354	23.86561	23.56825	-0.672858556	0.518005612
Q9UI26;F8WDV0;B3KN03;E7EMB7;Q5HY91;H0Y8M5;D6RCN7;D6RJB1;F8WBN4	Q9UI26;F8WDV0	Importin-11	IPO11	27.24672	27.3026	27.06641	27.33458	27.30374	27.19225	-0.071614583	0.357839915
Q9UIA9;A8K607;E7ESC6;B4DSP8;D3DSQ7;H0YBE1;E5RIW1	Q9UIA9;A8K607;E7ESC6;B4DSP8;D3DSQ7	Exportin-7	XPO7	29.76935	29.76035	29.76629	29.52798	29.74604	29.61625	0.13524437	1.000957792
Q9UIC8;I3L4A2;I3L2E3;I3L2Q8;I3L537	Q9UIC8;I3L4A2	Leucine carboxyl methyltransferase 1	LCMT1	25.32423	25.37759	25.36105	25.64419	25.52118	24.92619	-0.009564082	0.014242079
Q9UID3;H0YEE1;E9PRV0;E9PKX7;E9PJ36;H0YCB7;E9PMB6;E9PQD5;H0YDX9;E9PKE5;A0A1W2PQZ2;E9PQN6	Q9UID3	Vacuolar protein sorting-associated protein 51 homolog	VPS51	23.2995	21.83236	23.86816	23.22454	24.37358	23.65796	-0.752024968	0.470085675
Q9UIF7;E5KP28;E5KP30;E5KP31;E5KP26;E5KP27;E5KP32;E9PM53;E5KP33;E5KP34;E5KP25;D3DPZ6;B4DEX2;E9PNY0;H0YCY5;Q5T413;Q5T418;E9PMH1;E9PP34;Q9ULY0;H0YCA8	Q9UIF7;E5KP28;E5KP30;E5KP31;E5KP26;E5KP27;E5KP32;E9PM53;E5KP33;E5KP34;E5KP25;D3DPZ6;B4DEX2;E9PNY0;H0YCY5	A/G-specific adenine DNA glycosylase	MUTYH	25.56703	25.08497	25.25176	25.25595	25.27227	25.40727	-0.010575612	0.023689632
Q9UIF8;Q8NC87;A0A0A0MR97;Q6MZK7;Q3B7K5;H7C1I6;H7C092	Q9UIF8;Q8NC87	Bromodomain adjacent to zinc finger domain protein 2B	BAZ2B	23.88911	23.92116	24.15915	23.63777	23.80568	24.22104	0.101649602	0.203062089
Q9UIG0	Q9UIG0	Tyrosine-protein kinase BAZ1B	BAZ1B	32.09377	31.99155	32.09179	31.99984	31.89746	31.98417	0.09854571	0.996189213
Q9UJ70;H7C3G9;C9JEV6;H7C1L7;H0YEB7;H0YE82;H0YF44;H0YC94;Q6ZMB4	Q9UJ70;H7C3G9;C9JEV6	N-acetyl-D-glucosamine kinase	NAGK	27.84512	27.92852	27.87115	27.99744	28.27249	28.02744	-0.217528661	1.130010924
Q9UJ98;A8K8M9;D6W5U7;B2RU25;B4DYS8;P0CL85;P0CL84;P0CL83;B4E0Z5;B7ZA15;REV__Q68DM0;B7Z8I4;C9J3T3;H7C0H6;Q8ND88;Q8TBR4;H0Y4S6	Q9UJ98;A8K8M9;D6W5U7;B2RU25;B4DYS8	Cohesin subunit SA-3	STAG3	26.45078	26.03593	26.45728	26.70609	26.36396	26.31475	-0.146940867	0.324605169
Q9UJA5	Q9UJA5	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	TRMT6	27.91182	27.77209	27.65854	27.91656	27.88309	27.80452	-0.087236404	0.469741379
Q9UJQ4;Q6Y8G5	Q9UJQ4	Sal-like protein 4	SALL4	30.42562	30.22274	30.44628	30.21917	30.08715	30.22009	0.189414978	1.06111097
Q9UJU6;B4DXL9;Q59FH4;H0Y5J4;B4DDU5;B4DDD6;B4DKZ4;B4DUF9;F8WBG8;B4DNX5;F8WC20;F8WBB2;F8WFE1	Q9UJU6;B4DXL9;Q59FH4;H0Y5J4;B4DDU5;B4DDD6;B4DKZ4	Drebrin-like protein	DBNL	25.29817	25.51704	25.33221	25.41738	25.25148	25.61372	-0.04505221	0.132864408
Q9UJW3;C9J0T5;A0A096LPK6;H7C3F7	Q9UJW3;C9J0T5	DNA (cytosine-5)-methyltransferase 3-like	DNMT3L	33.4258	33.55545	33.47581	33.5434	33.54144	33.59424	-0.074006399	0.826072028
Q9UJX2;D6RBY8;D6RCF8;H0Y936	Q9UJX2	Cell division cycle protein 23 homolog	CDC23	26.5979	26.96433	26.64265	26.69139	26.80538	26.48613	0.073993683	0.190852396
Q9UJX5;B3KN47;D6RAP6;D6RFM7	Q9UJX5;B3KN47	Anaphase-promoting complex subunit 4	ANAPC4	26.34669	26.47761	26.55757	26.47607	26.67681	26.26985	-0.013618469	0.034734568
Q9UJX6;B4DGH7;B4DJR9	Q9UJX6;B4DGH7	Anaphase-promoting complex subunit 2	ANAPC2	24.13579	24.06085	24.02538	24.26892	24.58898	24.37511	-0.336996078	1.557765688
Q9UJY5;B0QYR6;B0QYS5;B3KTE2;B0QYS3;B0QYR5	Q9UJY5;B0QYR6	ADP-ribosylation factor-binding protein GGA1	GGA1	23.98338	24.28524	24.19152	24.51286	24.11617	24.48953	-0.219472885	0.632081091
Q9UJZ1;A0A087WYB4;Q6ZNW0;F2Z2I8	Q9UJZ1;A0A087WYB4	"Stomatin-like protein 2, mitochondrial"	STOML2	23.92624	25.29782	24.8102	25.74848	25.81421	24.26857	-0.598999023	0.39201906
Q9UK43;Q13123;Q95HA6;B2R5Y4;B4DEH2;E7EQZ7;Q9H4P6;D6REL4;Q9Y3Z5;D6RAY9;D6RCQ4;A0A0C4DGW5	Q9UK43;Q13123;Q95HA6;B2R5Y4;B4DEH2;E7EQZ7	Protein Red	CSA2;IK	31.53529	31.26913	31.43271	31.37881	31.10068	31.42832	0.109774272	0.356832556
Q9UK58;H7C4G1	Q9UK58	Cyclin-L1	CCNL1	28.00828	27.7916	28.19009	28.18319	28.04958	27.91159	-0.051465988	0.136334859
Q9UK59;B3KSR5;F8WAY1	Q9UK59	Lariat debranching enzyme	DBR1	27.68472	27.70576	27.618	27.58578	27.53468	27.60738	0.093548457	1.285374479
Q9UK61;A0A024R363;A0A087X0F1	Q9UK61;A0A024R363;A0A087X0F1	Protein FAM208A	FAM208A;C3orf63	28.5444	28.34261	28.5541	28.65222	28.32929	28.53456	-0.02498881	0.075136091
Q9UK76;J3KT51;J3KSH8	Q9UK76;J3KT51	"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed"	HN1	27.65424	27.55083	27.78911	27.19489	27.34452	27.53571	0.306357066	1.19638389
Q9UKA9;B4DSU5;B4DSS8;B4DI28;B4DSI2;Q59G43	Q9UKA9;B4DSU5;B4DSS8;B4DI28	Polypyrimidine tract-binding protein 2	PTBP2	25.60888	24.51364	23.95757	24.34908	25.34614	22.26917	0.705233892	0.275389105
Q9UKD2;A0A024RAE1;B4DHZ2	Q9UKD2;A0A024RAE1	mRNA turnover protein 4 homolog	MRTO4;C1orf33	30.51126	30.5215	30.64401	30.50768	30.56329	30.5312	0.024867376	0.211525509
Q9UKF6;Q53F02;G5E9W3;Q05BZ5;B4DQR2;A4UCU1;C9JZH6	Q9UKF6;Q53F02;G5E9W3;Q05BZ5;B4DQR2	Cleavage and polyadenylation specificity factor subunit 3	CPSF3	30.78613	30.84491	30.76398	30.66467	30.60858	30.90081	0.073651632	0.326489194
Q9UKG1;B4DQX8;C9JAB0;C9K0C4	Q9UKG1;B4DQX8	DCC-interacting protein 13-alpha	APPL1	24.4932	24.55075	23.29582	24.80931	24.6554	24.39297	-0.505969365	0.520905299
Q9UKJ3;K7EKU0;A5PKU0;B9EGN2;Q7Z570	Q9UKJ3	G patch domain-containing protein 8	GPATCH8	28.87397	28.87646	28.95235	28.82981	28.61316	28.90297	0.118946711	0.584897779
Q9UKL0;H0YNY4	Q9UKL0	REST corepressor 1	RCOR1	30.1267	29.98182	30.01943	30.11222	29.95296	30.1126	-0.016612371	0.085862458
Q9UKN8;Q05CN7;B3KNH2;F2Z356	Q9UKN8;Q05CN7	General transcription factor 3C polypeptide 4	GTF3C4	31.211	31.05148	31.11861	31.06555	30.94063	31.01165	0.121089935	0.965999005
Q9UKV8;A4FVC0;E5RJY2	Q9UKV8;A4FVC0	Protein argonaute-2;Protein argonaute	AGO2;EIF2C2	26.51208	26.95338	26.37141	26.45851	26.72091	26.27072	0.128906886	0.231312639
Q9UKY7;D3DND1;H0Y8K3;D6R9V8;D6RFH2;D6RDN0;D6RAV0;D6R973	Q9UKY7;D3DND1;H0Y8K3	Protein CDV3 homolog	CDV3	26.92751	27.22922	26.88995	26.70504	26.86773	26.78619	0.229237239	0.913196194
Q9UKZ1;B3KNB0;H7C0C7	Q9UKZ1	CCR4-NOT transcription complex subunit 11	CNOT11	24.63323	22.18526	24.04635	24.35736	24.37232	24.29796	-0.720936457	0.415576041
Q9UL18;B2RAD8;Q5TA58;B3KME0	Q9UL18;B2RAD8;Q5TA58;B3KME0	Protein argonaute-1;Protein argonaute	AGO1	23.01226	21.56751	21.80656	23.21318	22.01907	22.97211	-0.606007894	0.452501424
Q9UL25;A0A024RBA9;Q96GX3	Q9UL25;A0A024RBA9;Q96GX3	Ras-related protein Rab-21	RAB21	24.31375	24.60829	24.72598	24.72099	24.71156	24.87516	-0.219895681	0.756806056
Q9UL40;D6RJ07;B7Z6B6;B7Z6Q2;B7Z4J8;B7Z4N4	Q9UL40;D6RJ07;B7Z6B6;B7Z6Q2	Zinc finger protein 346	ZNF346	25.43122	25.60459	25.58434	25.41864	25.34438	24.94463	0.30416743	0.903699801
Q9ULC4	Q9ULC4	Malignant T-cell-amplified sequence 1	MCTS1	26.31365	26.76307	26.38569	26.05341	26.3478	26.05327	0.335975011	0.920726522
Q9ULI0;H7BYF1;B3KWS5;C9JG15;Q8IWJ3;C9J1G9	Q9ULI0	ATPase family AAA domain-containing protein 2B	ATAD2B	28.01494	27.86974	28.0379	28.02401	27.86035	28.08826	-0.016681671	0.067809465
Q9ULJ3	Q9ULJ3	Zinc finger and BTB domain-containing protein 21	ZBTB21	26.05153	25.96007	26.17083	25.99294	26.13403	25.8335	0.07399114	0.280660579
Q9ULL5	Q9ULL5	Proline-rich protein 12	PRR12	25.22343	24.38172	23.8149	23.67098	24.31617	25.31482	0.039356867	0.020844887
Q9ULM2;M0R378;C9JID3	Q9ULM2;M0R378	Zinc finger protein 490	ZNF490	23.67616	23.7319	24.1411	23.12079	23.25595	22.79132	0.793698629	1.771605019
Q9ULM3;Q9H8R0;Q8N5H6;H0Y6M6	Q9ULM3	YEATS domain-containing protein 2	YEATS2	25.91349	26.04358	26.1662	25.76213	26.01909	26.07788	0.088058472	0.293976007
Q9ULR0;A8MVI5;D6RC18;H0YA89;H9XFA1	Q9ULR0;A8MVI5	Pre-mRNA-splicing factor ISY1 homolog	ISY1	27.46357	27.42029	27.46037	27.38138	27.43229	27.44821	0.027452469	0.487861231
Q9ULU4;A0A087WV57;Q5TH12	Q9ULU4;A0A087WV57	Protein kinase C-binding protein 1	ZMYND8	29.72811	29.33445	29.60077	29.37977	29.21088	29.55367	0.173006058	0.495040827
Q9ULV4;A0A024RBI5;Q59EA2;B3KN06;Q53G58;B4E3S0;B4DMH3;B7Z9V0;H0YHL7;F8W1H8;F8VV53;F8VVB7;F8VTT6;F8VRE9;F8VSA4;F8VUX3;B3KRY9;J3QLV6;J3KSS5;Q6QEF8;B3KSZ9	Q9ULV4;A0A024RBI5;Q59EA2;B3KN06;Q53G58;B4E3S0;B4DMH3;B7Z9V0;H0YHL7	Coronin-1C;Coronin	CORO1C	26.82845	27.13643	26.84278	26.82869	27.24663	26.99248	-0.086712519	0.213550112
Q9ULX3;B2RAR2;H3BUR4	Q9ULX3;B2RAR2;H3BUR4	RNA-binding protein NOB1	NOB1	23.92931	24.55795	24.49399	24.15468	24.41248	24.24873	0.05512174	0.09206131
Q9ULZ3;B2RAZ4;H3BP42	Q9ULZ3;B2RAZ4	Apoptosis-associated speck-like protein containing a CARD	PYCARD	25.67349	25.57837	27.01137	22.83204	21.90991	25.35894	2.720781326	1.132349301
Q9UM13;Q4W5I2;D6RA92;D6R9Q5;D6RD74	Q9UM13;Q4W5I2;D6RA92	Anaphase-promoting complex subunit 10	ANAPC10;APC10	23.7349	24.35454	23.60116	22.18784	24.05648	22.37038	1.025303523	0.736194319
Q9UMN6	Q9UMN6	Histone-lysine N-methyltransferase 2B	KMT2B	27.65779	27.49121	27.57015	27.68886	27.42614	27.85317	-0.083008448	0.246170148
Q9UMS4;F5GY56;F5H2I0;H0YGF3;H0YGZ5	Q9UMS4	Pre-mRNA-processing factor 19	PRPF19	31.71481	31.84019	31.72724	31.65421	31.69975	31.81479	0.037833532	0.239516197
Q9UMY1;A0A024QZW2;H7C2B1	Q9UMY1;A0A024QZW2;H7C2B1	Nucleolar protein 7	NOL7	27.94218	28.24518	28.18329	28.068	28.08198	28.184	0.012225469	0.041894593
Q9UN81;O00369;Q9UN78;Q8TE29;O00377;O00361;G8I2S8;O00376;O00373;O00367;Q12880;O00371;O00364;Q6RGG0;Q6RGF9;Q6RGF7;Q6RGF8;Q6ZNN5;Q6RGF6	Q9UN81;O00369;Q9UN78;Q8TE29;O00377;O00361;G8I2S8;O00376;O00373;O00367;Q12880;O00371;O00364	LINE-1 retrotransposable element ORF1 protein	L1RE1	24.15569	25.8654	25.56741	25.66088	25.97839	25.63062	-0.560463587	0.447248254
Q9UNA4;J3KSW2;B7Z780;J3KQ09;X6R2I3;J3KTN3;J3QR36;J3KRS8;J3KRG0;J3KTM8;J3QQZ8	Q9UNA4;J3KSW2;B7Z780;J3KQ09;X6R2I3	DNA polymerase iota	POLI	23.8044	23.64339	23.95704	21.73615	23.75277	22.11524	1.266890208	0.947896071
Q9UNE7;H3BUD0;H3BS86;H3BTA3	Q9UNE7;H3BUD0;H3BS86	E3 ubiquitin-protein ligase CHIP	STUB1	24.81846	24.93571	24.49448	25.19513	25.00766	25.43828	-0.464139303	1.201753337
Q9UNF1;A0A024R9Y7;Q5H909;B4DX55;Q5H907;B4DNG7;A0A087X070;Q9BX89;Q9NVY3;Q9BX88;B4DK08;Q9BX91;G5E9N2;A0A024R9X0;Q9BX90;B4DS47;Q12816	Q9UNF1;A0A024R9Y7;Q5H909;B4DX55;Q5H907	Melanoma-associated antigen D2	MAGED2	28.53646	28.66814	28.75232	28.83786	28.92213	28.84239	-0.215153376	1.457866652
Q9UNQ2;A8K9K8;A0A0C4DGB1;B4DRY2;D6RCL3	Q9UNQ2;A8K9K8;A0A0C4DGB1;B4DRY2	Probable dimethyladenosine transferase	DIMT1	28.83458	28.54411	28.71843	28.8802	28.65625	28.91145	-0.116931915	0.428881314
Q9UNR6;Q5HYI4;Q14534;E7EVQ6;B4DX34;B4DHX0;H0YBN7;E5RJH9	Q9UNR6;Q5HYI4;Q14534;E7EVQ6;B4DX34;B4DHX0	Squalene monooxygenase	ERG1;DKFZp686B0215;SQLE	24.96794	25.41064	25.12739	25.49857	25.53703	25.50121	-0.343615214	1.240771993
Q9UNS1;B3KMU4;B4DL70;Q6MZN3	Q9UNS1	Protein timeless homolog	TIMELESS	28.45285	28.31307	28.41877	28.38772	28.23027	28.43932	0.042458216	0.21852443
Q9UNS2;B4DN01;H7C3P9;C9JLV5;J3QKR0;J3KTQ1;K7ES36;J3QL22;J3QS85;K7ELN6	Q9UNS2;B4DN01;H7C3P9	COP9 signalosome complex subunit 3	COPS3	26.75786	26.60724	25.78297	26.28106	26.78007	25.89562	0.063776652	0.055486736
Q9UNX3;E5RIT6;E5RHH1	Q9UNX3;E5RIT6	60S ribosomal protein L26-like 1	RPL26L1	25.00924	25.14387	25.19039	24.77836	23.42875	21.54531	1.863691966	0.927431941
Q9UNZ2;Q53FE8;Q53FF5;F2Z2K0;R4GNE6;G3V4V8;R4GMY2;Q6ZQU3	Q9UNZ2;Q53FE8;Q53FF5;F2Z2K0	NSFL1 cofactor p47	NSFL1C	27.44356	27.29684	27.1211	27.22949	27.07826	27.31795	0.078596115	0.269967843
Q9UNZ5;K7ESE5;A0A0A0MQS3	Q9UNZ5;K7ESE5;A0A0A0MQS3	Leydig cell tumor 10 kDa protein homolog	C19orf53	25.32547	25.08877	24.39558	24.81029	25.09454	23.30033	0.534886678	0.357703774
Q9UP83	Q9UP83	Conserved oligomeric Golgi complex subunit 5	COG5	25.39061	25.50315	24.79882	25.53169	26.09321	24.97631	-0.302877426	0.318593375
Q9UPE4;Q53G69;O43615;M0QXU7;M0R301;M0QXM9;M0R124;Q6AI07	Q9UPE4;Q53G69;O43615;M0QXU7	Mitochondrial import inner membrane translocase subunit TIM44	hTIM44;TIMM44	25.50118	25.35458	25.37868	26.37197	26.54313	25.66009	-0.780248006	1.331763857
Q9UPP1;H0Y3N9;H0Y589;A0A024R9Y4;H0Y7M8;H7BZB7;B0QZE1	Q9UPP1;H0Y3N9;H0Y589	Histone lysine demethylase PHF8	PHF8	28.10209	27.73137	27.96642	27.88169	27.67526	28.03423	0.069571177	0.175734021
Q9UPT9;A6NNY8;K7ESK0;K7ERX6;Q9NSJ7;J3QS30	Q9UPT9;A6NNY8	Ubiquitin carboxyl-terminal hydrolase 22;Ubiquitin carboxyl-terminal hydrolase 27	USP22;USP27X	25.4868	25.6796	25.5747	25.56996	25.24151	25.26832	0.220439275	0.860294304
Q9UPU5;A0A0U1RQI9	Q9UPU5	Ubiquitin carboxyl-terminal hydrolase 24	USP24	22.94512	21.78466	22.03808	22.41761	22.74069	22.19629	-0.19557635	0.19441563
Q9UQ13;X6RI37;B4DDN9	Q9UQ13;X6RI37	Leucine-rich repeat protein SHOC-2	SHOC2	22.95399	23.21497	21.34988	23.36386	23.66047	23.70567	-1.070384343	0.837698281
Q9UQD4;Q6FGM0;Q99961;M0R0I3;M0QYE0;Q3V638;M0R2K6;Q9BWP4;Q9BVL7	Q9UQD4;Q6FGM0;Q99961;M0R0I3;M0QYE0	Endophilin-A2	SH3GL1	25.54672	25.3002	24.71597	25.00136	25.68966	25.58798	-0.238702774	0.296353538
Q9UQE7;Q86VX4;B0AZQ4	Q9UQE7;Q86VX4;B0AZQ4	Structural maintenance of chromosomes protein 3;Structural maintenance of chromosomes protein	SMC3	32.44157	32.2097	32.36966	32.45253	32.21333	32.32174	0.01110967	0.038747846
Q9UQR0;B4DZR9;B4DRC2;H0Y6S1	Q9UQR0;B4DZR9;B4DRC2	Sex comb on midleg-like protein 2	SCML2	27.48355	27.33807	27.49373	27.50355	27.37484	27.56674	-0.04326121	0.223448915
Q9Y221;B3KM49;J3QLW7;J3QRD6;J3QRR4	Q9Y221;B3KM49;J3QLW7	60S ribosome subunit biogenesis protein NIP7 homolog	NIP7	29.61221	29.63201	29.60091	29.67929	29.74644	29.52343	-0.034675598	0.200330821
Q9Y230;B3KNL2;M0R0Y3;B4DW30;M0QXI6;M0R0Z0;M0QXZ7;A0A1W2PS48	Q9Y230;B3KNL2;M0R0Y3	RuvB-like 2	RUVBL2	31.33841	31.30427	31.34467	31.36719	31.40685	31.41604	-0.067574183	1.586609966
Q9Y232;C9JQG7;A8K8L0;A1L473;A8K8F3;C9JMH9;Q9Y6F8;Q9Y6F7	Q9Y232;C9JQG7	Chromodomain Y-like protein	CDYL	24.34076	24.281	24.54044	24.75913	24.78601	25.02559	-0.469514211	1.816505324
Q9Y237;H0Y4T6;J3KMW3;H0Y8P6;H0Y610;A8E0G8	Q9Y237;H0Y4T6;J3KMW3;H0Y8P6;H0Y610	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	PIN4	28.94355	28.90064	28.7563	28.81106	28.55095	28.81891	0.139858882	0.597750051
Q9Y248;Q53G08;M0QXS3;M0R043	Q9Y248;Q53G08	DNA replication complex GINS protein PSF2	GINS2	24.94015	25.26188	24.9121	24.8122	24.94217	24.7052	0.218184789	0.76359761
Q9Y250	Q9Y250	Leucine zipper putative tumor suppressor 1	LZTS1	23.09721	23.35622	23.36506	23.60026	23.72619	23.58049	-0.362816493	1.667889866
Q9Y263;E5RIM3;H0YBW4;H0YAU9	Q9Y263;E5RIM3	Phospholipase A-2-activating protein	PLAA	29.8872	29.78166	29.80614	29.73345	29.7823	29.69162	0.089206696	1.01428884
Q9Y266;Q9H2R7;A0A0A0MSU9;A0A0A0MSS4	Q9Y266;Q9H2R7;A0A0A0MSU9	Nuclear migration protein nudC	NUDC;NPD011	28.59939	28.44766	28.3438	28.50968	28.70025	28.69235	-0.170476278	0.81467599
Q9Y295;Q9UFA5;H0YI06;F8WEE0	Q9Y295	Developmentally-regulated GTP-binding protein 1	DRG1	26.39216	26.03105	25.96559	26.33485	26.62017	26.18699	-0.251071294	0.613446111
Q9Y2A7;B3KMK7;B3KM75	Q9Y2A7	Nck-associated protein 1	NCKAP1	25.82534	26.02073	25.42912	26.45645	26.60371	26.23834	-0.674436569	1.527354195
Q9Y2F5;A0A096LPH9	Q9Y2F5	Little elongation complex subunit 1	ICE1	26.80206	27.08162	27.09184	26.83002	26.91764	26.93134	0.098840078	0.4209626
Q9Y2L1;Q49AG4;G3V1J5;A0A024R643;F2Z2C0	Q9Y2L1;Q49AG4;G3V1J5;A0A024R643;F2Z2C0	Exosome complex exonuclease RRP44	DIS3;KIAA1008	31.19712	31.22072	31.28102	31.19472	31.15195	31.24887	0.03444163	0.386189925
Q9Y2P8;Q5VZU3;Q5VYW8;Q5VZU2	Q9Y2P8;Q5VZU3	RNA 3-terminal phosphate cyclase-like protein	RCL1	29.35231	29.41149	29.40225	29.58622	29.5526	29.40235	-0.125040054	0.98620434
Q9Y2R4;Q59H21;B3KM65;A0A087X1P7;A0A087WTD6;A0A087X069;A0A087X121	Q9Y2R4;Q59H21;B3KM65	Probable ATP-dependent RNA helicase DDX52	DDX52	29.95671	29.90009	30.01624	30.04427	29.93452	29.53479	0.119821548	0.308479593
Q9Y2S0;A0A0R4J2F3;Q7Z776;A0A087X0U2;A0A1B0GUZ5	Q9Y2S0;A0A0R4J2F3	DNA-directed RNA polymerases I and III subunit RPAC2	POLR1D	24.22582	24.71277	24.39061	24.21163	24.05672	24.31852	0.247440974	0.69630923
Q9Y2S6;A0A024R306;A0A024R1R8	Q9Y2S6;A0A024R306;A0A024R1R8	Translation machinery-associated protein 7	TMA7;CCDC72;hCG_2014768	28.94397	28.86316	28.8059	28.91294	29.14538	29.16976	-0.205011368	1.057223417
Q9Y2V2;H3BSW7;H3BUY4;H3BPY5;H3BNU9;H3BTK3;I3L3X8	Q9Y2V2;H3BSW7;H3BUY4;H3BPY5;H3BNU9;H3BTK3;I3L3X8	Calcium-regulated heat stable protein 1	CARHSP1	26.52862	26.76231	26.61274	26.54252	26.42539	26.44523	0.163506826	0.991507304
Q9Y2W1	Q9Y2W1	Thyroid hormone receptor-associated protein 3	THRAP3	32.81555	32.68495	32.80486	32.63465	32.43492	32.78146	0.151440938	0.626430832
Q9Y2X0;U3KQ43;B9TWZ6;U3KQB4;B9TWZ8;K7EKS6;B9TX01;B9TX00;B9TWZ9;A0A0J9YYC6;A0A0J9YXE6;A0A0J9YXA0;A0A0J9YXK9;B9TX05;A0A0J9YW49;A0A0J9YXL6;B9TX02;B9TX03;B9TX06;B9TX04;A0A0J9YXE7;B9TX09;A0A0J9YY02;B9TX07;B9TX11;B9TX16;B9TX17;B9TX14;B9TX15;B9TX13;B9TX12;B9TX19;B9TX18;B9TX20;B9TX22	Q9Y2X0;U3KQ43;B9TWZ6;U3KQB4;B9TWZ8;K7EKS6	Mediator of RNA polymerase II transcription subunit 16	MED16	26.55576	26.70965	26.59377	26.5819	26.81115	26.53594	-0.023270289	0.085130069
Q9Y2X3;B3KN82;B4DUY3;H7BZ72;F8WED0	Q9Y2X3;B3KN82	Nucleolar protein 58	NOP58	32.9923	32.85373	32.86668	32.93095	32.87677	32.93909	-0.011369069	0.083253458
Q9Y2X9;B3KMX4;B4DM04;B3KND7	Q9Y2X9;B3KMX4;B4DM04	Zinc finger protein 281	ZNF281	27.99389	27.97443	28.10149	28.01675	28.01977	28.22025	-0.062320709	0.328420382
Q9Y2Z0;A8K5T7;A8K7W3;B4DYC6;Q9P1S2	Q9Y2Z0;A8K5T7;A8K7W3;B4DYC6	Suppressor of G2 allele of SKP1 homolog	SUGT1	27.11297	27.244	26.95516	27.21808	27.57131	27.13917	-0.205478032	0.584127053
Q9Y314;A0A075B6F9;A8K670;M0R3B2;M0R1K2;A0A075B797;M0QX85;B4DUN3;M0R1T7	Q9Y314;A0A075B6F9;A8K670;M0R3B2	Nitric oxide synthase-interacting protein	NOSIP	29.46486	29.38893	29.39885	29.26756	29.27042	29.48224	0.077473323	0.443894398
Q9Y316;A8K3Y8;A0A1S5UZ25;Q2VIM3;B5MCI6	Q9Y316;A8K3Y8;A0A1S5UZ25;Q2VIM3	Protein MEMO1	MEMO1	26.28975	26.97147	26.86195	26.26376	27.04562	26.97421	-0.053471883	0.056478312
Q9Y333	Q9Y333	U6 snRNA-associated Sm-like protein LSm2	LSM2	27.01892	27.26258	27.37401	27.14365	27.16241	27.183	0.055484136	0.202987261
Q9Y383;B3KSL5;A0A0A6YYJ8;B3KRR1;B3KSP8;Q75M91;V9GZ75;F8WEU3	Q9Y383;B3KSL5;A0A0A6YYJ8;B3KRR1	Putative RNA-binding protein Luc7-like 2	LUC7L2	31.79436	31.6489	31.70483	31.57997	31.31279	31.71845	0.178962708	0.638929382
Q9Y3A2	Q9Y3A2	Probable U3 small nucleolar RNA-associated protein 11	UTP11L	29.27495	29.138	29.17876	29.25422	29.25038	29.15265	-0.021846135	0.155822113
Q9Y3A4;Q9NSQ0;A0A024R4U1	Q9Y3A4	Ribosomal RNA-processing protein 7 homolog A	RRP7A	29.66015	29.58878	29.65514	29.53152	29.38574	29.63644	0.116790771	0.698272426
