Accession	Description	Naive 1	Naive 2	Naive 3	Naive 4	Naive 5	Naive 6	Naive 7	Naive+PRC2i 1	Naive+PRC2i 2	Naive+PRC2i 3	Naive+PRC2i 4	Naive+PRC2i 5	Primed 1	Primed 2	Primed 3	Primed 4	Primed 5	Primed+PRC2i 1	Primed+PRC2i 2	Primed+PRC2i 3	Primed+PRC2i 4	Primed+PRC2i 5	Primed+PRC2i 6
PGK1_HUMAN	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	453.9089478	377.5107947	559.8256218	126.581183	206.6579825	311.1732163	265.9612194	266.0829845	277.1501281	244.5943035	215.9868698	375.4050616	404.2417247	586.6778709	466.1723951	434.7409412	393.2384115	206.4817359	291.0481542	284.9013683	314.4594966	407.0715828	665.8328796
AMRP_HUMAN	Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1	487.303979	481.6537381	469.8947862	548.1947798	710.2561435	785.1730643	844.648244	367.0346365	479.6970383	343.026422	717.7850443	467.0671951	512.2195567	356.9015945	467.5619486	368.4181589	565.2469816	477.943867	334.4260198	503.85195	582.2823971	613.0683609	589.9135245
HMGB2_HUMAN	High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2	1056.493012	1226.360567	1349.495146	1714.758138	1405.613474	2122.793049	1059.033571	1113.772001	1085.543638	771.1439583	1525.650684	1125.697131	1297.290707	2084.581867	1041.367237	1289.364241	1116.456557	612.9047421	799.7273184	895.6029477	1423.556946	1102.678774	1405.470133
RL38_HUMAN	60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2	1411.294556	2791.254024	2614.498575	3490.96078	3029.850742	6388.465555	2914.385589	1737.006798	2329.363288	1021.713934	3459.399193	1740.192222	3894.499239	3781.888788	4623.37869	2483.304619	2151.997337	1867.913567	2805.81943	3116.22239	2063.91166	2472.998047	4453.018861
H2A1J_HUMAN	Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=H2AC14 PE=1 SV=3	22218.20235	32679.87572	21067.35286	27257.23743	34596.21762	40922.94245	24116.05685	26767.63658	22226.53081	14498.76319	1253.645612	21635.23691	16638.54392	18874.35102	31027.11785	14494.15425	18207.85289	20448.13173	20035.31601	17530.86442	5798.56273	16794.084	18758.32684
NDUS6_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS6 PE=1 SV=1"	631.1584341	1617.050645	1493.538098	992.491057	936.5281402	732.4438134	1645.722554	427.6901953	845.0849249	2316.039975	298.9915008	1049.357561	793.5521349	451.5634227	393.5417146	1040.419982	834.085752	645.3728378	338.6846456	1032.002968	217.7918649	454.0153916	969.4414735
SF3A3_HUMAN	Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1	113.0450744	819.0616599	583.7141632	588.2682901	130.8197697	270.6456596	566.026191	218.2598302	219.7262572	301.6491274	661.6401703	626.1901145	310.2455912	681.732344	97.7020143	179.3626715	198.3035788	30.31175984	118.7076576	244.1803653	59.3328862	274.9442487	470.6080146
RL23A_HUMAN	60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1	703.508131	539.1217642	955.359759	865.6999954	704.0513774	998.3228649	670.1530623	562.8870514	649.9974117	520.1151079	1141.180021	652.7288404	820.6142388	630.7634449	540.6838726	659.7723226	789.7390306	410.4390802	462.5813658	634.9369964	872.4873114	354.4386193	660.2178428
SF3B2_HUMAN	Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	1923.941192	4686.977606	3105.924985	3136.669407	2167.942104	2899.847429	3461.54112	1885.145161	2159.819652	4686.219762	2225.485016	2915.650059	3458.572839	2288.391196	1223.970806	3819.172265	3093.331844	1787.524907	1728.212179	2180.962196	1284.512107	1998.114746	2783.768078
EWS_HUMAN	RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1	2262.669973	2538.603629	5066.866803	3422.534978	3499.733066	6274.023958	4100.496063	2107.809757	2772.214793	3540.489709	405.4393736	3949.142158	3888.797619	2979.655527	2405.357139	8003.630588	3723.800836	2342.82363	1735.602581	2482.274229	3495.014478	2886.642084	2695.028308
ALDOA_HUMAN	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	1159.06726	791.68787	986.6617932	487.3757668	563.0138467	914.3175734	566.1680555	498.27895	748.536687	744.534598	2013.297699	795.3091113	1013.765831	960.2987116	883.204438	1325.834576	1567.701338	692.5594754	627.1344196	689.9131576	602.5070937	675.6548378	1184.06517
RTN4_HUMAN	Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2	779.7168598	783.7301352	813.7247606	1004.269655	1471.391095	2055.282098	943.9764761	547.2571958	626.0435183	683.2128215	1940.224903	882.8619386	670.5431391	1028.741618	419.3208371	586.0919848	717.4815269	677.5926393	768.6312884	730.8575642	662.3799492	601.382899	1183.649587
RS18_HUMAN	40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3	3449.092789	6127.452918	4840.747741	3736.792728	5652.511185	6724.0795	4809.563281	3754.547543	5665.371229	2454.413837	2028.292586	4244.651976	4447.745062	3884.046023	5175.593788	2964.980268	2880.336049	2992.782577	5807.456173	3746.465632	3866.582716	4439.907208	3825.909806
CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=CREB1 PE=1 SV=2	533.5409443	1304.68669	721.9273685	1105.442985	1054.054262	1216.835423	891.6227268	515.8688588	623.0321314	912.1334237	819.0759859	661.728241	979.5276771	819.4468862	635.8115027	1087.250172	883.2501081	895.3799224	868.9615251	755.0176335	746.9128501	712.5512128	787.6441082
MESD_HUMAN	LRP chaperone MESD OS=Homo sapiens OX=9606 GN=MESD PE=1 SV=2	18.82632054	116.8713827	144.9929401	103.8571212	62.53088324	95.1695209	77.98645232	31.02664809	38.25730689	5.513720098	218.7957626	57.75366444	181.1506494	436.2926225	23.93371478	62.12767722	228.1723807	25.65708861	227.5675822	458.1526059	53.55084367	360.2686922	310.2550962
BCLF1_HUMAN	Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2	1485.489935	2143.259016	2531.054717	1289.733392	1271.419612	1886.005338	1951.394572	989.2155471	1394.463273	2308.776075	796.3809354	1803.556717	2055.185819	1968.542152	1212.817288	3364.736037	2351.884691	1256.297509	2263.369072	1369.68886	877.5267365	1396.539953	1689.800989
PCCA_HUMAN	"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4"	39.68127584	192.899123	205.5953736	116.3362043	154.0752973	108.920182	156.7417349	97.05021484	152.909736	120.6296068	370.5598175	99.5998044	468.9426759	288.0863901	148.8389699	136.5002757	194.2598883	149.1611871	124.0139626	310.1783713	199.1454503	197.8399242	365.082192
TPM4_HUMAN;TPM2_HUMAN	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	709.188987	596.9836951	769.8274851	752.1538321	493.7096658	1010.480304	843.3248338	611.8829863	691.538235	463.2992557	610.0803891	731.3511709	712.6915749	1204.548191	489.8452959	1144.469769	1123.353094	402.9765908	452.3140219	792.3877509	491.8730683	1014.379041	730.9584111
TOM22_HUMAN	Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3	232.1717722	494.7695639	160.5955825	240.1957213	329.9810916	536.420289	445.7477236	296.2388646	355.9049689	320.4151641	76.14083892	260.3538126	156.663566	313.2163774	152.9068994	324.9206842	260.6378892	136.2044996	194.3642395	183.5269308	164.3013955	295.649972	169.3554036
TOP2B_HUMAN	DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3	438.8181669	294.9329589	366.3019526	291.3448893	306.4607689	304.969876	272.294112	272.1856488	301.5736536	517.7768604	171.1730287	339.1889789	78.1178885	276.6015227	310.3940236	451.0721563	146.4669703	186.0850328	334.4937269	197.6286168	188.2292567	135.2743364	281.4108893
OTX2_HUMAN	Homeobox protein OTX2 OS=Homo sapiens OX=9606 GN=OTX2 PE=1 SV=1	52.63467699	51.13782544	64.28723223	49.8354103	74.16354878	19.47762603	44.06175309	38.35189961	47.0849257	56.97839193	111.7430042	38.21907271	246.8649752	84.18440926	182.5176518	22.96170719	53.10739333	89.44921558	81.41218377	79.61322702	137.3062928	50.32886226	85.25054554
H2B2F_HUMAN	Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=HIST2H2BF PE=1 SV=3	41856.08325	46655.23473	36694.23734	36176.78868	35484.39208	35404.60178	39676.51734	37358.9165	42166.39526	31034.71482	40857.20821	43526.32399	29033.13512	40180.47928	35909.25419	27716.05277	32871.78785	30565.27454	45020.67067	26932.02121	22687.71588	43708.7003	33632.91945
RS28_HUMAN	40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1	8489.314548	8791.090104	6556.295125	7857.329039	7666.423089	11758.35818	7997.244339	5523.451633	8034.264171	8580.027988	6958.657215	7272.906382	6232.272284	7751.122129	8528.40973	7470.118384	7461.959144	7219.494702	9025.735655	4966.849845	6346.543828	7700.46792	5937.694544
DAZP1_HUMAN	DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1	252.5977791	447.8040661	514.1624324	343.2028475	514.297669	468.4131721	512.9066402	170.3181183	198.8140787	814.0884874	201.455377	416.2680362	628.4757306	601.4591046	199.366045	1147.769416	609.0855833	273.4241027	174.3211478	406.6199561	362.5348861	429.2725295	470.9901203
H2AJ_HUMAN	Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AFJ PE=1 SV=1	5618.252941	10879.8841	4511.370814	7421.838166	7382.796301	15584.87801	6403.13055	6053.310393	4756.58825	3784.496632	3942.729676	5684.58455	2761.224194	11010.58018	10744.53835	3414.170668	4689.935334	4321.231587	3604.703437	3211.525965	3993.388675	9274.881076	6250.348824
RL32_HUMAN	60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2	2103.874041	2521.076477	3292.403894	3142.541483	3014.633451	3726.991566	2324.601538	2366.678732	3124.795307	566.8717832	3755.506236	2683.122919	1865.969653	2687.800197	2191.297725	466.0641391	1294.206727	1364.01821	2800.893604	1642.181554	1662.591563	3062.186885	1828.858864
HDGR2_HUMAN	Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1	803.6971236	1170.317485	1130.063501	834.7657839	1257.824294	815.1926238	981.3130616	647.746061	790.3279347	1130.697954	615.0579958	877.4077269	595.7801002	775.6454089	870.749148	1338.126286	514.0328176	496.536226	857.4979238	586.644052	728.0038499	741.8077368	1045.482944
HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1	10762.61635	15797.58748	19093.52355	12012.77563	12535.4896	10587.74685	15433.9281	11262.9344	13099.73305	10183.31291	3400.074667	15523.75671	15809.8857	8713.87695	9696.983317	5224.889988	6870.80602	4717.428326	11509.71109	8928.978903	8004.801209	9975.703291	13318.17581
NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1	5855.015359	2820.005058	5445.033109	3814.613284	5160.355703	2348.529259	4546.449926	1728.606183	2900.04816	5944.742621	1844.835389	2974.738359	2712.127188	9391.992999	3633.548216	12133.969	3954.047514	3345.421409	5828.432162	2529.040159	2011.444249	6084.297659	3772.378108
GTF2I_HUMAN	General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2	204.9757333	306.7092204	208.3454568	210.3316636	169.1501211	244.5528844	201.6401496	94.673872	174.1867005	228.1767362	1617.33899	160.1089233	693.6883122	451.0210848	404.9308107	268.2391922	469.7826849	201.9468376	289.9138861	226.8140997	338.7453062	458.8001827	356.9159545
HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	121.5983465	71.08882197	148.2323349	27.45665764	51.3231736	176.0945424	137.974668	35.18328068	95.74397282	310.4633471	3.370146519	42.9763449	208.4454756	167.121075	12.8675763	58.24341365	106.795016	11.96475202	8.168088655	94.63512126	128.3301702	42.49866437	0
CALM1_HUMAN	Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1	891.857143	1628.209394	2158.532122	2582.984479	1306.95595	4358.522523	1421.231696	694.9496629	2182.621742	832.367248	305.9709362	2092.851631	1369.64075	1813.977999	2168.66979	342.486999	461.949507	1411.94115	1416.520006	2222.933411	1217.756505	1369.741545	2191.594139
PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3	0	21.88367435	50.26331659	44.21020462	7.77840811	82.13673284	23.5476168	0	3.838761444	0	58.96872883	0	7.614680041	41.2783957	0	0	0	0	0	21.41343334	13.11973048	19.31106451	62.08922503
IF1AX_HUMAN	"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2"	1855.598098	1279.698056	2492.977956	630.8324107	2128.501077	1090.196646	311.9938768	894.0973982	980.9274868	838.5411883	636.8488878	502.2223268	943.3724609	87.09490812	1234.715066	586.5937859	860.6498488	411.575105	390.464456	781.8682682	335.4080391	131.0938144	1795.501057
SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=2	481.6518322	523.2855603	1090.714904	740.5902723	583.3992144	1215.768652	602.3279484	257.8049078	404.1746712	1010.051579	780.8797111	854.1691041	614.801263	569.8443323	380.6486083	1005.67962	397.0532456	372.557949	377.065108	435.3679133	543.8735437	305.9163295	644.4051123
PABP2_HUMAN	Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3	1720.555178	2075.916118	2004.83523	1823.171553	1864.124956	1846.638749	1839.04723	1210.240136	1881.418259	2268.775495	1073.305982	2054.047358	1333.484885	1929.55204	1146.650871	1821.553855	1279.648763	893.1588104	1907.845456	1390.186573	1161.467697	1465.469196	2142.236059
TDIF2_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2	411.1898526	487.6733062	493.6027146	526.1879521	301.5371268	285.2287643	485.2709372	277.8483703	369.0812347	394.9323744	403.8598668	410.0476226	426.8111478	267.8470575	291.9892226	371.7522738	280.1247398	400.3626675	438.2835732	291.0047189	384.2765278	247.8945408	363.2411666
EIFCL_HUMAN	Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1	94.36773711	93.52412901	115.2093676	85.05416862	64.25383556	134.9269575	114.7489523	28.811897	75.07254536	88.37799814	43.70705373	84.13249147	231.1315309	145.2320462	19.26316872	140.0943202	181.2845498	61.70002107	24.5743436	62.67124281	41.93893907	111.7584385	128.8971207
K1C9_HUMAN	"Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3"	0.392897237	35.70446113	46.29953494	1.115608331	125.4140862	0	0.04079671	22.61631324	112.4501946	9.94865179	123.963902	26.84577925	40.40258659	1.544284142	3.494070821	0	26.39110996	15.9015667	13.97328178	17.93420435	73.97956972	0	26.50855508
PHF5A_HUMAN	PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1	1930.442099	3359.70705	2426.49843	2288.354123	1419.259123	1976.20887	2700.333336	1717.02509	1688.204901	3346.872519	2267.903879	2154.215863	2203.783535	2230.920707	1110.21608	2149.804761	1809.511517	1142.654194	1480.035598	2160.337868	1200.390061	1853.397902	2444.841828
FCF1_HUMAN	rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=2 SV=1	1495.086657	1424.700997	1436.397581	1159.995076	1018.56969	1093.809779	1282.315765	1327.236576	1210.939461	481.9326198	1655.835671	1520.885721	980.69731	1584.550124	1106.899805	223.4207055	531.8101259	344.1321415	1308.775151	771.5966623	1022.932933	1299.301924	952.0067446
GLYR1_HUMAN	Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4	492.2344678	836.0008	507.0261432	489.3218178	655.203069	520.6079828	675.1914119	586.1849205	589.3297466	786.3189923	247.1955621	501.1156261	705.4612424	406.3462228	411.0845808	875.9659034	530.4841629	577.5709025	371.546215	403.7790141	331.1771257	505.4921907	394.6935051
PUR6_HUMAN	Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3	0	48.5493796	0	146.2730329	93.27313342	399.3535365	95.86328271	0	0	0	0	43.5695783	0	44.75873865	0	87.81175521	0	0	0	0	0	134.1550515	139.1664325
RL5_HUMAN	60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3	13858.80037	17836.35196	13916.67779	9476.184174	11447.8759	13239.79126	12627.7645	10201.6202	12851.3496	14877.457	8300.740717	13544.43145	14259.50182	12429.93277	12529.03452	12078.5408	12217.06052	11814.12463	13232.1541	8255.400185	7119.727259	12730.1068	11058.18919
DDX52_HUMAN	Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=3	336.84347	871.3852755	467.1797052	508.8982568	518.1619229	366.1235096	711.2098213	484.2747714	414.7194804	607.762071	524.0369893	549.9664898	792.4876929	643.9047929	361.0461985	522.1858391	437.1926411	334.0014685	409.4322703	380.1065066	305.9389011	566.3475733	441.9894871
LN28A_HUMAN	Protein lin-28 homolog A OS=Homo sapiens OX=9606 GN=LIN28A PE=1 SV=1	1635.109248	1822.632223	2913.278992	2312.272484	1849.948872	2473.860052	1760.91726	951.148766	1853.996385	1867.160086	1105.36821	2278.173544	4690.040688	1059.03827	2334.632155	3331.32558	835.0750391	2724.448996	2792.896148	2541.341152	2959.754699	1692.500214	2844.262948
NU133_HUMAN	Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2	161.6972713	696.9237771	381.4082229	503.3871688	157.8950543	620.6798021	789.7086929	96.36489088	106.6794494	487.6714863	313.6103759	341.0211112	215.2256216	428.2223615	9.287504859	801.9271463	266.4123804	175.0028742	64.55437025	170.7496678	31.94202244	237.6854573	292.4832059
PCBP2_HUMAN	Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1	522.7350854	923.8810323	1058.810996	551.6815602	874.8649094	835.7539127	893.7707111	621.7322253	707.9826308	566.8753096	86.92021925	884.8015686	730.9036741	309.6776527	445.7547011	385.2316478	525.2976215	267.5090353	572.3011389	577.4608249	274.6488475	747.0183132	952.2757569
SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2	5594.257649	4659.96396	10661.03988	4409.386652	9113.100834	12530.66163	7509.462009	2532.083359	8350.015214	12904.36251	4595.222558	11135.89937	3875.212253	6947.17572	4153.171244	12446.40459	4916.542301	3793.541554	5358.530767	3485.323944	4481.738705	4203.467515	5807.083809
H12_HUMAN	Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2	85038.69672	94991.1542	70177.64281	69673.52859	88231.22806	88666.56065	74615.29658	72106.27413	64391.53582	105533.5083	66512.35818	75678.98777	68093.62801	85254.79944	103662.7336	116062.1324	100386.23	121210.1955	83209.18953	83653.46468	76387.49103	78407.04813	82298.01892
RBM4B_HUMAN	RNA-binding protein 4B OS=Homo sapiens OX=9606 GN=RBM4B PE=1 SV=1	393.4965198	488.1570233	356.2806342	295.2027623	242.8424276	380.2393832	316.4141109	289.8491009	439.2226427	394.8223027	477.2592263	309.6082589	602.4265643	386.7988004	425.4359372	339.4856629	489.5025564	262.1835246	381.9608033	326.770011	427.2664515	279.3248186	459.0332837
SPF30_HUMAN	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1	1004.188757	1484.291343	1043.975867	804.3659483	475.6015991	453.0069937	952.39774	684.1055097	597.5741313	1763.785569	470.4657953	865.5528953	1278.866615	1554.398049	567.4318362	1776.016065	1627.334755	721.8549413	757.8002495	836.3711651	375.4856869	1323.183251	1044.244235
SMCA4_HUMAN	Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2	4.378863973	0	0	0	0	0	0	0	0	6.5004816	10.0753448	0	4.635944418	9.02652192	0.273504181	90.50271664	0	22.11917471	2.002214228	0	0	18.92970375	0
TCPB_HUMAN	T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4	102.6730314	192.2344132	248.4397743	172.1696291	233.1540717	358.5083611	215.0126571	74.94854838	131.3169591	111.7846191	316.9280467	130.8894909	350.0001287	119.9570467	66.41524046	113.5678045	166.5975936	65.19062714	72.78640013	239.3404575	88.52257184	109.3388845	246.8896908
ARGL1_HUMAN	Arginine and glutamate-rich protein 1 OS=Homo sapiens OX=9606 GN=ARGLU1 PE=1 SV=1	2050.875589	3191.622548	3008.963699	2029.167682	1553.847719	1696.425132	1890.510998	1055.054618	2848.953553	4226.007165	1898.245374	2763.167982	1929.947882	2102.928814	2264.436249	4697.894322	2731.396954	1781.092186	1955.705404	1203.117883	1696.990993	1663.921126	2302.94906
XRCC6_HUMAN	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	3483.711862	4108.135241	4493.166243	3081.12839	3916.772591	3406.863566	4002.620712	2587.544353	3778.924781	4237.41637	862.4302915	4972.1388	4004.436096	2829.101957	2866.590102	5276.350617	3153.343362	2608.300226	2962.904935	2560.402278	1681.410012	2902.332269	3266.292281
RRP36_HUMAN	Ribosomal RNA processing protein 36 homolog OS=Homo sapiens OX=9606 GN=RRP36 PE=1 SV=1	871.6227482	787.4452609	663.1267675	819.8239207	774.7719275	1083.588946	689.9747156	692.6381575	776.6543097	625.6525844	777.583143	744.5869711	460.229098	1457.423524	767.3635544	1040.995709	817.8573732	685.976936	795.2401314	566.6008921	617.9121994	780.5898093	544.8005238
CTNA1_HUMAN;CTNA2_HUMAN	Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1	614.4790388	777.07435	778.4779876	512.7443195	519.5698396	441.5349135	664.3688908	637.4487034	861.9772696	869.9462326	578.5904233	809.451936	842.9973774	507.7792645	528.1190701	735.8967641	779.6286388	661.9320663	496.0239861	802.3469217	451.3463362	492.5394617	684.240935
TFAM_HUMAN	"Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1"	6531.43007	9022.698885	7237.618331	7522.505837	8003.612504	7277.011219	7201.823502	7565.988637	8627.299126	3812.536955	3476.920918	7339.501146	6952.454718	6983.793535	9943.848747	3755.042983	7376.855599	6533.453566	9026.454408	6854.293952	7556.029238	9650.623686	7156.506597
TPR_HUMAN	Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3	0	0	0	6.203784917	0	2.439735514	0	0	0	1.37571127	0	0	0	100.7435352	0	2.319492147	0	0	0	0	0	0	0
EXOS8_HUMAN	Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1	200.5631481	730.8562488	414.0561759	433.449016	310.8609207	338.5461735	506.9550816	204.3410107	244.6576014	524.2537922	503.4381052	327.9011913	554.3613703	0	132.8948595	336.9558177	425.2830931	260.0004813	205.6719709	339.7517119	161.3336883	318.7030731	360.4223003
LIN7C_HUMAN	Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1	474.2042354	827.3865436	660.9474876	662.2497795	379.9959549	438.7251806	668.7850619	632.8346677	891.7861126	640.1248482	703.1141378	763.2904932	828.3771078	823.2870521	507.0066199	657.8211406	581.7621576	414.8100288	482.5556342	713.1630849	449.3823924	835.7150512	677.2837979
CHERP_HUMAN	Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3	11.84260278	161.8932627	134.7157894	157.6390596	136.6064912	318.515038	249.2459437	10.63531327	35.31399085	257.7288593	72.77646752	71.46011537	0	209.0950989	17.65634651	138.7395878	70.13449989	39.66503961	7.95591057	33.41236571	6.110464233	121.4400644	121.0084943
DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3	1778.633177	3856.472855	2627.710777	2238.861572	2743.424176	2868.590239	2767.748044	1986.280936	2260.294706	1810.047512	2259.996585	1894.185168	3427.274459	2777.780974	2010.303994	2247.955418	2184.232841	2046.914061	2675.112081	3221.340879	1444.935659	3147.855262	3922.088213
SF3A1_HUMAN	Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1	702.6309281	1972.868372	1431.204538	1551.836668	947.9767814	1399.922905	1764.966112	826.6085673	957.1071803	2100.918761	1414.489803	1364.326852	1493.675894	1395.318117	437.6812122	1928.667047	1421.724354	719.3522154	619.7017096	1101.286885	739.6750221	1141.549474	1200.823494
RED_HUMAN	Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3	277.2038093	721.4834055	686.7053432	674.4645139	481.1959362	804.6965971	823.9132026	256.6833355	363.2028307	884.634651	538.5620838	573.5820438	481.2725673	482.0100969	265.3851742	891.1617672	464.0121227	372.3737024	369.1807453	378.4423557	308.8283783	415.8794746	646.8578982
H2B3B_HUMAN	Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=HIST3H2BB PE=1 SV=3	11807.2886	9101.099761	9331.913174	8831.497881	8104.360399	6349.87358	6739.324187	9914.684828	11527.7525	8490.861682	7826.317807	8940.828527	8070.790898	6435.021061	9598.873685	5997.065593	8082.261516	8057.288939	10643.03933	7945.908925	8243.76547	7302.51345	7931.948928
GBRAP_HUMAN	Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens OX=9606 GN=GABARAP PE=1 SV=1	321.3189945	196.5033474	359.81162	196.833338	197.7728457	258.0060399	193.8555849	242.2498813	321.1788037	80.19591421	377.206895	273.0837497	137.515728	361.5814741	171.5332868	56.07650545	136.2236912	47.0657122	208.8629737	134.4015481	196.7387745	301.2456359	215.7106794
G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1	968.3163169	487.8844015	1337.063625	669.9403992	1246.371139	1864.791766	544.0620849	199.0327636	952.4061344	586.9484729	463.5429068	894.0296611	1225.553332	480.8551728	929.2040708	1122.403405	706.2202897	784.4856426	941.0085517	614.5325395	999.4098536	274.5293799	1019.758929
CS025_HUMAN	UPF0449 protein C19orf25 OS=Homo sapiens OX=9606 GN=C19orf25 PE=1 SV=2	580.0295579	1046.147767	662.5149793	958.6369117	708.0884325	978.2866702	852.1387778	657.6185572	680.3422354	530.7888268	1130.033525	727.5097263	643.0519178	820.900694	551.907247	795.0790152	677.0658334	781.5833484	612.5057244	594.7864002	577.864637	774.7300159	660.7141946
