Accession	naive_primed	primed_primed2i	naive_naive2i
TEAD4	7.30E-58	0.126924591	0.470507608
TEC	2.51E-57	0.950768189	0.860097291
TECPR1	0.005455986	0.78923545	0.296165725
TECPR2	2.01E-07	0.121524898	0.053895314
TECR	1.63E-07	0.179286622	0.178946084
TECRP1	0.742079213	0.288200386	0.412713495
TECTA	0.000167966	0.178254299	0.678310018
TEDC1	1.11E-17	0.348371901	0.321069113
TEDC2	0.14693958	0.771483919	0.03341331
TEF	0.168956811	0.152167306	0.631672062
TEFM	9.02E-08	0.521141558	0.443259985
TEK	1.03E-38	0.425487647	0.331585247
TEKT2	0.008792843	0.273554809	0.374502425
TEKT3	0.26029498	0.607069122	0.757122812
TELO2	2.81E-08	0.074299597	0.005695227
TEN1	0.622283822	0.935082249	0.239128047
TEN1-CDK3	0.511398452	0.104046864	0.402326667
TENM1	1.49E-43	0.000263828	0.000354878
TENM2	6.47E-13	0.721431712	0.512551034
TENM3	1.87E-52	0.607196577	0.352248518
TENM3-AS1	1.20E-27	0.046950944	0.251121622
TENM4	1.00E-10	0.001538145	0.005174721
TENT2	0.00010978	0.418498829	0.171926435
TENT4A	7.01E-13	0.308871348	0.854722961
TENT4B	9.98E-05	0.014909893	0.623333814
TENT5A	0.595375862	0.975314376	0.012159042
TENT5B	1.91E-58	0.897177891	0.714011842
TENT5C	0.000889509	0.044158417	0.593494184
TEP1	2.90E-19	0.69139112	0.934287469
TEPP	0.001107679	0.06955751	0.824189697
TEPSIN	2.32E-10	0.950784897	0.143136308
TERB1	0.030764681	0.48224915	0.138189846
TERF1	2.21E-97	0.007284042	0.022307211
TERF2	0.15632502	0.305487824	0.914225884
TERF2IP	0.386119528	0.27762566	0.826106982
TERT	7.53E-17	0.837092417	0.095467823
TES	6.07E-13	0.036157926	0.000585542
TESC	5.88E-06	0.660548496	0.896967486
TESK1	3.59E-09	0.43567991	0.983628829
TESK2	3.28E-06	0.038963111	0.407663814
TESMIN	6.54E-16	0.436767296	0.783743783
TET1	3.30E-51	0.033980908	0.5565408
TET1P1	0.873406851	0.170010555	0.490288487
TET2	1.42E-22	0.019556259	0.000133198
TET3	0.000371879	0.831767826	0.067373792
TEX10	1.26E-07	0.354750708	0.244976903
TEX11	0.000393685	0.273744805	0.176020432
TEX12	0.748328692	0.817911934	0.907466757
TEX13B	3.85E-05	0.075946887	0.350974709
TEX13C	0.61200931	0.734995474	0.110510173
TEX14	0.008523414	0.882133929	0.782682338
TEX15	1.41E-36	0.23220711	0.027222793
TEX19	0.030085312	0.512548341	0.761765011
TEX2	1.92E-20	0.007559256	0.082053959
TEX21P	8.98E-05	0.675672897	0.669271115
TEX22	0.330324348	0.620366652	0.689074041
TEX26-AS1	0.165709764	0.855315291	0.237244105
TEX261	2.17E-35	0.725267869	0.255611782
TEX264	4.27E-41	0.405538936	0.025224959
TEX29	0.413779632	0.926207351	0.836242653
TEX30	0.804407983	0.494870025	0.039984274
TEX37	0.157640266	0.96009336	0.606288886
TEX41	0.005231974	0.730603019	0.223576042
TEX45	0.232173212	0.443913035	0.754036904
TEX52	0.136077574	0.44313114	0.943041454
TEX9	2.33E-11	0.526401527	0.158532816
TF	0.584411724	0.61306687	0.992750421
TFAM	0.002229643	0.508308802	0.458673327
TFAP2C	7.33E-213	0.758797392	0.020066459
TFAP2E	5.88E-11	0.561653017	0.71278185
TFAP4	0.000430161	0.00077524	0.336160047
TFB1M	0.00240425	0.703649557	0.722059512
TFB2M	4.57E-11	0.918686168	0.306880714
TFCP2	0.00022454	0.656864302	0.310399174
TFCP2L1	0	0.062798275	0.974916435
TFDP1	2.26E-05	0.58154365	0.468797464
TFDP2	1.52E-26	0.029014107	0.125125834
TFE3	0.00026303	0.014443595	0.433314278
TFEB	2.88E-20	0.606017936	0.324367519
TFG	0.057278848	0.884677417	0.459784386
TFIP11	3.62E-20	0.820828542	0.917231026
TFPI	2.09E-53	0.000295931	0.236180872
TFPI2	0.240333208	0.804806445	0.967790651
TFPT	0.928681006	0.597498748	0.626889323
TFR2	3.00E-08	0.812918937	0.00879019
TFRC	0.857080414	0.413979395	0.654821726
TGDS	0.00109828	0.839517092	0.782655306
TGFA	1.46E-19	0.327440594	0.518338114
TGFB1	0.52738646	7.07E-06	0.554568741
TGFB1I1	1.18E-06	0.047860895	0.851673243
TGFB2	0.081782289	0.163956136	0.421838932
TGFB3	2.49E-24	0.446207033	0.330959018
TGFBI	4.28E-52	0.001335302	0.75519395
TGFBR1	1.56E-10	0.980676593	0.034703202
TGFBR2	4.91E-69	1.51E-05	0.006375065
TGFBR3	1.59E-237	0.009776337	0.784099927
TGFBR3L	0.790339063	0.069844676	0.714513285
TGFBRAP1	0.091801891	0.942475901	0.891725121
TGIF1	9.15E-09	0.530771518	0.224723698
TGIF2	1.93E-170	0.447010298	0.698469867
TGM1	0.430869992	0.291964292	0.849684249
TGM2	0.119712354	0.070410037	0.080260994
TGOLN2	1.47E-26	0.76746427	0.654774972
TGS1	8.13E-131	0.021776636	0.009741233
THA1P	0.257752075	0.566428665	0.873904744
THADA	0.000346433	0.469312458	0.506416811
THAP1	0.474243716	0.018017903	0.609261994
THAP10	0.94526227	0.978943431	0.993442827
THAP11	1.10E-12	0.965715023	0.852173868
THAP12	0.011194615	0.549430163	0.675937282
THAP2	1.04E-25	0.271782028	0.341022735
THAP3	0.104080954	0.18869679	0.319071666
THAP4	9.69E-12	0.369520313	0.018293882
THAP5	0.00049195	0.01379647	0.602054923
THAP6	0.804976478	0.493845213	0.251104031
THAP7	5.09E-17	0.087869128	0.218596043
THAP7-AS1	0.682841533	0.955941987	0.058455268
THAP8	0.109472141	0.179719727	0.067501669
THAP9	0.750506329	0.315642112	0.94650759
THAP9-AS1	0.003673234	0.297143556	0.914428594
THBD	0.842360462	0.593715314	0.564836648
THBS1	2.93E-47	0.727092722	0.158167484
THBS2	6.44E-12	0.477147087	0.247678086
THBS3	5.75E-09	0.760403285	0.095045324
THBS4	2.97E-54	0.773790156	0.019908042
THEG	4.45E-21	0.609360357	0.038354296
THEM4	0.009780682	0.031197501	0.166417787
THEM5	0.005432058	0.174177592	0.94275942
THEM6	0.227031842	0.000704949	0.873299054
THEMIS2	6.67E-07	0.420379592	0.273540153
THG1L	0.139077273	0.823053401	0.374194983
THNSL1	8.60E-13	0.269846942	0.755619585
THNSL2	0.057764686	0.880204508	0.892155258
THOC1	1.05E-10	0.029288456	0.754972182
THOC2	2.22E-83	0.163123836	0.179033968
THOC3	0.280134616	0.963884167	0.866416145
THOC5	5.46E-50	0.004933039	0.154776019
THOC6	0.172269944	0.550043267	0.857546577
THOC7	0.3079956	0.336110776	0.574566623
THOC7-AS1	0.437756815	0.798368309	0.086283482
THORLNC	0.954498738	0.971635747	0.513679393
THRA	1.72E-06	0.4888814	0.794791351
THRAP3	0.001427506	0.025900247	0.246937589
THRAP3P1	0.662059758	0.647642417	0.677893728
THRB	0.019725874	0.13838413	8.77E-05
THSD1	0.298431235	0.500719731	0.292168982
THSD4	4.04E-06	0.145137736	0.000104934
THSD7A	0.000433731	0.484582676	0.305932621
THTPA	2.62E-12	0.418346963	0.721610208
THUMPD1	0.304875311	0.291104982	0.230910869
THUMPD2	4.71E-22	0.175999692	0.09438202
THUMPD3	4.63E-193	0.657694152	0.246088348
THUMPD3-AS1	7.12E-11	0.194959748	0.829024881
THY1	2.95E-169	0.014341711	0.273941062
THYN1	4.90E-28	0.634357688	0.119294133
TIA1	0.048956167	0.253095147	0.030012585
TIAF1	0.226026517	0.71470331	0.799390146
TIAL1	0.362671561	0.128270725	0.359357943
TIAM1	7.16E-48	0.011517268	0.102567943
TIAM2	1.98E-52	0.184732155	0.129035451
TICAM1	0.028869856	0.737063425	0.044579088
TICRR	9.27E-22	0.983237993	0.356615482
TIE1	1.78E-10	0.151753043	0.339819133
TIFA	0.006048599	0.003054771	0.984562887
TIGAR	3.39E-29	0.145106089	0.162650232
TIGD1	0.273198407	0.188478512	0.03908979
TIGD2	6.53E-06	0.320380041	0.507009402
TIGD3	0.183336034	0.365929207	0.973634357
TIGD4	0.405697736	0.370690805	0.532102063
TIGD6	0.038623586	0.283839676	0.337154253
TIGD7	1.46E-19	0.046062399	0.194406888
TIGIT	0.600622737	0.938176879	0.925938515
TIMELESS	1.53E-06	0.395878179	0.060866342
TIMM10	2.40E-34	0.861874851	0.781953914
TIMM10B	0.511263467	0.261351227	0.959341682
TIMM13	2.37E-09	0.712946989	0.425095452
TIMM17A	9.53E-67	0.528880939	0.368707981
TIMM17B	7.38E-11	0.372610543	0.305094872
TIMM21	9.77E-14	0.483863002	0.648562565
TIMM22	1.62E-06	0.398140424	0.573884604
TIMM23	3.01E-14	0.197868504	0.069313569
TIMM23B	0.148993297	0.827288549	0.606948063
TIMM29	0.001193284	0.206009002	0.162644437
TIMM44	9.52E-28	0.302530935	0.127685365
TIMM50	9.34E-36	0.767885499	0.016859994
TIMM8A	1.72E-22	0.301878081	0.558826701
TIMM8B	0.022213772	0.910288842	0.8232415
TIMM9	2.85E-10	0.798092288	0.551973548
TIMM9P2	0.811408285	0.578553724	0.572449839
TIMMDC1	4.05E-13	0.905385612	0.355117079
TIMP1	3.40E-22	0.258070805	0.766997317
TIMP2	6.05E-12	0.346377021	0.425867711
TIMP3	9.61E-06	0.009089915	0.693268794
TIMP4	0.333390417	0.208633294	0.549504865
TINAGL1	4.75E-08	0.447263613	0.413613182
TINCR	4.62E-102	0.905758185	0.092219204
TIPARP	0.006307549	0.287762699	0.489509143
TIPARP-AS1	0.188642057	0.552531264	0.645952161
TIPIN	0.074855814	0.956808251	0.215140693
TIPRL	3.23E-11	0.775928792	0.796067149
TIRAP	0.252104712	0.854257664	0.928851956
TJAP1	7.57E-05	0.322008149	0.610777223
TJP1	0.036612288	0.956298186	0.167993612
TJP2	0.382948362	0.024155994	0.4282447
TJP3	1.56E-18	0.863736945	1.60E-07
TK1	1.08E-20	0.00187769	0.271353151
TK2	0.100481165	0.735054963	0.314779242
TKFC	1.97E-29	0.153745503	0.478890854
TKT	9.79E-23	0.297396758	0.371539338
TKTL1	3.50E-11	0.235983244	0.219005301
TLCD1	9.08E-05	0.412870002	0.453252433
TLCD2	0.267833289	0.920940458	0.818450386
TLDC2	0.356019166	0.599155222	0.829800091
TLE1	1.24E-23	0.950235544	0.002001028
TLE1P1	0.779788575	0.39185213	0.352232535
TLE2	1.67E-24	2.34E-07	0.39797428
TLE3	7.82E-05	0.563714978	2.13E-05
TLE4	7.81E-11	0.74596471	0.712980054
TLE5	3.81E-116	7.80E-05	1.91E-05
TLE6	4.95E-05	0.008975885	0.004728117
TLE7	0.227481439	0.603512215	0.840173794
TLK1	5.04E-35	0.072202833	0.048368364
TLK2	5.83E-18	0.449248332	0.244580233
TLK2P1	0.032787601	0.907168364	0.285733751
TLK2P2	0.749499019	0.283901844	0.180543055
TLL2	0.00325121	0.121476594	0.044559401
TLN1	0.188608472	0.790641802	0.001692319
TLN2	0.345697633	0.243001358	0.000248661
TLNRD1	2.08E-05	0.015322615	0.795881666
TLR2	0.473660077	0.572714874	0.235036792
TLR3	2.88E-06	0.720747446	0.830508152
TLR4	0.000101343	0.316259898	0.037374241
TLR6	0.578226048	0.316615857	0.499715304
TLX2	0.001203572	0.531360762	0.806203196
TLX3	0.703245326	0.844967739	0.261330435
TM2D1	0.958165223	0.566836334	0.082159475
TM2D2	8.92E-07	0.537892479	0.872880483
TM2D3	0.188840419	0.768304223	0.17942898
TM4SF1	0.300503189	0.831321085	0.35267656
TM4SF18	5.84E-20	0.518462694	0.724679279
TM4SF19	0.944708088	0.803905037	0.752124831
TM6SF1	0.562024663	0.57352681	0.400510652
TM6SF2	0.000180209	0.907351382	0.51950245
TM7SF2	2.10E-11	0.183837404	0.157156818
TM7SF3	0.000423713	0.336245661	0.021315072
TM9SF2	0.00018545	0.142632747	0.867973919
TM9SF3	3.78E-09	0.200296318	0.048431512
TM9SF4	0.000545697	0.906334163	0.859683203
TMA16	0.035569579	0.029781815	0.902584443
TMA7	0.000129999	0.839250051	0.291012732
TMBIM1	9.14E-124	0.446075904	0.751449914
TMBIM4	9.64E-05	0.518217938	0.105941318
TMBIM6	3.33E-07	0.37091963	0.616993257
TMC1	5.04E-29	0.12005412	0.286001411
TMC2	0.890620537	0.539702633	0.468915011
TMC4	0.768105825	0.983471146	0.918567716
TMC5	1.86E-59	0.243346953	0.097955453
TMC6	4.53E-05	0.076556503	0.402721351
TMC7	9.80E-39	0.247057865	0.281995646
TMC8	0.131037625	4.49E-05	0.381272946
TMCC1	0.872876641	0.847410385	0.853764854
TMCC1-AS1	0.009272198	0.127905294	0.116875066
TMCC2	0.224592575	0.356526352	0.285660228
TMCC3	1.17E-30	0.122169349	1.34E-06
TMCO1	0.001552625	0.637007265	0.010941607
TMCO1-AS1	0.35624106	0.829631136	0.433550105
TMCO3	1.99E-15	0.161969472	0.654149191
TMCO4	0.000453162	0.779392121	0.56529443
TMCO6	0.005780869	0.833695651	0.09319032
TMED1	0.002226701	0.338299343	0.845018912
TMED10	0.002536688	0.540478629	0.022981463
TMED11P	0.0069508	0.051561656	0.97374023
TMED2	0.030449805	0.33614054	0.467721217
TMED3	0.003934175	0.240127278	0.009171411
TMED4	6.73E-06	0.665612525	0.020807647
TMED5	5.54E-145	0.243250132	0.442150507
TMED6	0.064925946	0.846235373	0.868929136
TMED7	0.920414945	0.499897874	0.224221127
TMED7-TICAM2	0.585590311	0.403341249	0.708908692
TMED8	2.17E-09	0.30575102	0.010445842
TMED9	6.37E-20	0.3614731	0.708283381
TMEFF1	1.27E-11	0.000488731	0.574051271
TMEFF2	0.454117804	0.713282016	0.712630479
TMEM100	0.182754356	0.396636987	0.701386508
TMEM101	0.450738025	0.316279706	0.894077422
TMEM104	0.749463434	0.040527057	0.335669367
TMEM106A	0.060911796	0.060921783	0.879630607
TMEM106B	8.03E-52	0.07663092	0.536418491
TMEM106C	7.51E-26	0.166600367	0.663831518
TMEM107	0.012032356	0.036820029	0.279983514
TMEM108	8.65E-07	0.23579153	0.509706482
TMEM109	4.37E-76	0.73966114	0.978238021
TMEM11	1.35E-07	0.358091749	0.015972776
TMEM115	8.74E-07	0.189685287	0.147588024
TMEM116	0.11035752	0.945092562	0.512831698
TMEM117	1.77E-21	0.483463734	0.003123642
TMEM119	0.113553002	0.739419355	0.255831607
TMEM120A	1.03E-05	0.584269417	0.313137425
TMEM120B	0.003624141	0.539832099	0.482252413
TMEM121	0.013068472	0.125065192	0.872095718
TMEM121B	0.656718053	0.019630801	0.031292589
TMEM123	3.72E-108	0.605597722	0.130927946
TMEM125	0.000136585	0.001758968	0.208843895
TMEM126A	0.000499627	0.291836299	0.587874656
TMEM126B	0.173012522	0.724096723	0.136868759
TMEM127	1.55E-27	0.181348462	0.888484476
TMEM128	0.990738063	0.683211926	0.470376303
TMEM129	0.014054348	0.249265004	0.358090497
TMEM130	3.87E-12	0.175641007	0.652207084
TMEM131	8.71E-35	0.300965602	0.843507319
TMEM131L	1.59E-09	0.308807252	0.349666304
TMEM132A	2.80E-10	0.816768425	0.091898713
TMEM132B	0	0.286385296	0.848945876
TMEM132C	5.44E-19	0.455806365	0.423814808
TMEM132D	6.16E-65	0.001387151	0.760420447
TMEM134	0.201865488	0.255686014	0.170883166
TMEM135	0.046229868	0.593354852	0.008055482
TMEM136	4.02E-18	0.987765969	0.217993392
TMEM138	0.306956292	0.265762444	0.768616994
TMEM139	0.012861022	0.712237117	0.454581554
TMEM140	2.42E-08	0.0064438	0.358015803
TMEM141	0.741783515	0.174933206	0.232455395
TMEM143	0.356435763	0.839319815	0.862490122
TMEM144	1.43E-56	0.614153769	0.027761399
TMEM145	6.12E-14	0.011943757	0.971543059
TMEM147	0.001505514	0.765557993	0.032171643
TMEM147-AS1	1.81E-18	0.986265607	0.221420689
TMEM14A	0.002198572	0.192360406	0.241696991
TMEM14B	0.458679929	0.129266073	0.790342627
TMEM14C	0.017271937	0.294370539	0.878088566
TMEM14DP	0.110616422	0.224954353	0.422527951
TMEM150A	0.000473485	0.363767716	0.190942469
TMEM150B	0.880229432	0.784127349	0.958638626
TMEM150C	3.62E-81	0.012244391	0.032518615
TMEM151A	0.184131722	0.026391013	0.700524364
TMEM151B	9.28E-14	0.001212621	0.661572585
TMEM154	7.28E-198	0.679555575	0.008214274
TMEM155	4.41E-10	0.71835042	0.599973605
TMEM158	5.33E-12	0.525877233	0.925632186
TMEM159	0.253404068	0.36104405	0.659738424
TMEM160	1.10E-47	0.744495711	0.511871087
TMEM161A	0.420306049	0.12484045	0.186441925
TMEM161B	1.29E-16	0.164810338	0.99271088
TMEM161B-AS1	1.52E-13	0.024859441	0.43361986
TMEM164	1.12E-31	0.234327886	1.86E-05
TMEM165	1.03E-05	0.461897549	0.322464686
TMEM167A	2.79E-32	0.066695648	0.007285784
TMEM167B	4.51E-11	0.24320577	0.723355831
TMEM168	0.001306384	0.634412134	0.000980083
TMEM169	1.65E-11	0.348801456	0.207244349
TMEM17	0.005799971	0.491989254	0.189100994
TMEM170A	1.30E-10	0.258361067	0.7274697
TMEM170B	4.56E-70	0.001489607	0.011283039
TMEM171	0.391332403	0.248854861	0.464425931
TMEM173	0.413618895	0.375434542	0.403776404
TMEM175	7.72E-07	0.121087519	0.645320895
TMEM176B	0.323409172	0.615483216	0.853247916
TMEM177	0.001103808	0.718017119	0.785287276
TMEM178A	4.78E-41	0.00149479	0.084475089
TMEM178B	3.53E-124	0.07494143	0.854657424
TMEM179	0.018787413	0.255579662	0.684105274
TMEM179B	0.074271429	0.026985893	0.408981201
TMEM18	0.272802565	0.921301357	0.386618146
TMEM181	9.22E-12	0.739532949	0.993635978
TMEM182	0.035426065	0.465943929	0.060014765
TMEM183A	0.034174613	0.677364286	0.047799965
TMEM183B	0.452716824	0.099310608	0.533161438
TMEM184A	0.049400116	0.577942421	0.032135338
TMEM184B	0.002135332	0.25510156	0.426357147
TMEM184C	0.184294095	0.435528184	0.02622614
TMEM185A	0.000680956	0.507603895	0.998342668
TMEM185B	4.88E-24	0.266614278	0.437585224
TMEM186	3.81E-05	0.995948764	0.293756158
TMEM187	4.59E-09	0.241232901	0.541098461
TMEM189	0.000157826	0.549813416	0.8134071
TMEM19	0.110718589	0.786220424	0.906079222
TMEM191A	0.12070773	0.818783537	0.538953482
TMEM191B	0.097052846	0.645387211	0.181131813
TMEM191C	6.73E-05	0.822619164	0.261422201
TMEM192	1.12E-05	0.350706573	0.084771211
TMEM198	0.003921907	0.295814533	0.769152027
TMEM198B	1.04E-15	0.745022574	0.757320868
TMEM199	6.89E-07	0.244043252	0.486502035
TMEM200A	2.01E-82	0.134579518	0.188609122
TMEM200B	9.78E-48	0.00330617	0.00107143
TMEM200C	6.75E-07	0.27947793	0.018730711
TMEM201	0.468420363	0.897017627	0.136246969
TMEM202-AS1	0.142798741	0.489502188	0.909966805
TMEM203	0.004376095	0.097178988	0.129245877
TMEM204	0.605331229	0.947158623	0.670691714
TMEM205	0.223365873	0.069745502	0.526537025
TMEM206	0.138148967	0.577874291	0.266361564
TMEM208	7.23E-20	0.394662323	0.950653661
TMEM209	0.023382387	0.11705151	0.172606949
TMEM214	9.30E-08	0.387081644	0.13667343
TMEM215	0.541944711	0.964337587	0.318732798
TMEM216	1.47E-10	0.317327153	0.710104543
TMEM217	0.715075146	0.657169143	0.206420325
TMEM218	3.57E-09	0.9956994	0.117717329
TMEM219	0.029947218	0.097457636	0.606366346
TMEM220	2.79E-07	0.502102519	0.978462861
TMEM220-AS1	0.000748307	0.701382434	0.513048377
TMEM221	5.57E-06	0.753916135	0.665180782
TMEM222	7.82E-07	0.970324486	0.154084049
TMEM223	1.69E-06	0.037352284	0.639253122
TMEM225B	0.056020672	0.676909898	0.086797181
TMEM229B	2.73E-25	0.823251125	0.165740667
TMEM230	0.09140948	0.626490423	0.261685109
TMEM231	0.015990406	0.566644084	0.567331047
TMEM231P1	0.998796841	0.02416031	0.788464098
TMEM232	0.000837027	0.371625678	0.673412694
TMEM234	0.737836715	0.197795912	0.065717083
TMEM235	0.005545929	0.63214875	0.49337119
TMEM236	0.789697967	0.925634326	0.132319279
TMEM237	4.65E-11	0.455833017	0.550707689
TMEM238	0.658138959	0.220405653	0.256158012
TMEM240	7.33E-10	0.870904008	0.293251013
TMEM241	0.146577553	0.177531305	0.247341402
TMEM242	0.000219323	0.344907327	0.584807075
TMEM243	1.15E-09	0.563443913	0.872895706
TMEM245	3.28E-08	0.417726986	0.217025352
TMEM246	7.31E-71	0.073004319	0.213795683
TMEM248	1.63E-05	0.501436535	0.43817661
TMEM25	0.144473182	0.761676151	0.673725621
TMEM250	0.024412089	0.517609269	0.731084956
TMEM253	0.219011755	0.940418045	0.822390756
TMEM254	0.46060296	0.459512008	0.620755366
TMEM254-AS1	9.57E-26	0.425168651	0.000414073
TMEM255A	0.017142748	0.015276558	0.889958768
TMEM255B	0.007832462	0.764424941	0.764090582
TMEM258	0.278323914	0.678481019	0.238707334
TMEM259	9.44E-26	0.718240468	0.007503193
TMEM260	0.00024059	0.74015252	0.240587665
TMEM262	0.750402109	0.30161758	0.193353172
TMEM263	6.65E-16	0.176064418	0.004978674
TMEM266	6.64E-23	0.163783989	0.510541161
TMEM267	6.42E-05	0.250413551	0.40925067
TMEM268	0.402742508	0.392927763	0.369515368
TMEM269	0.172593729	0.699634877	0.520707323
TMEM271	1.09E-09	0.210588151	0.249901075
TMEM272	0.966783949	0.639726998	0.744577121
TMEM30A	0.043794027	0.664220067	0.030170019
TMEM30B	0.253134656	0.012716635	0.037155654
TMEM31	0.079732783	0.853858793	0.029151782
TMEM33	0.008508709	0.079372132	0.338992004
TMEM35A	2.10E-09	0.339896035	0.463967623
TMEM37	1.18E-79	0.045511183	0.079491924
TMEM38A	3.79E-05	0.080937419	0.733419435
TMEM38B	1.06E-41	0.377409086	0.000812191
TMEM39A	0.701466169	0.804767282	0.325383245
TMEM39B	1.31E-10	0.491394975	0.812744804
TMEM40	0.296429623	0.035386271	0.942368036
TMEM41A	1.54E-11	0.495552753	0.392571138
TMEM41B	1.73E-199	0.927653558	0.61226221
TMEM42	0.007245673	0.960351273	0.908295507
TMEM43	2.89E-06	0.12750239	0.112367315
TMEM44	0.995388	0.163764023	0.077463522
TMEM44-AS1	0.734756235	0.388660125	0.946942457
TMEM45A	1.98E-73	0.064055763	0.673864968
TMEM45B	0.016079986	0.942558008	0.738701575
TMEM47	9.95E-101	0.294326065	0.000659308
TMEM50A	0.070392186	0.161815592	0.549730543
TMEM50B	6.32E-10	0.934741264	0.387150566
TMEM51	0.055564425	0.001196773	0.005195132
TMEM51-AS1	3.16E-19	0.38628121	0.28192965
TMEM52	3.84E-18	0.808585012	0.957417449
TMEM53	2.53E-05	0.002542571	0.174336873
TMEM54	4.60E-20	0.016720979	0.083294423
TMEM56	1.14E-38	0.86257894	0.421896139
TMEM56-RWDD3	0.401876897	0.256849545	0.633523504
TMEM59	0.528468142	0.779352519	0.405634269
TMEM60	8.70E-12	0.13065661	0.323554509
TMEM62	1.54E-57	0.170611035	0.219798171
TMEM63A	0.023023414	0.000272134	2.08E-09
TMEM63B	0.001390026	0.830845794	0.297884405
TMEM63C	5.04E-08	0.30419784	0.561985721
TMEM64	4.19E-16	0.219419061	1.12E-05
TMEM65	2.55E-37	0.556410176	0.061019848
TMEM67	5.26E-07	0.196317256	0.156016921
TMEM68	0.005851255	0.081912022	0.637520433
TMEM69	1.02E-06	0.622167908	0.380198443
TMEM70	2.35E-51	0.917811083	0.860059196
TMEM74	1.39E-25	0.519857202	0.047245703
TMEM74B	6.70E-10	0.532610127	0.299384398
TMEM75	0.160607076	0.815303521	0.830366289
TMEM79	0.421494323	0.948959287	0.102556636
TMEM80	2.88E-06	0.988638269	0.267896759
TMEM81	0.031013304	0.579140824	0.37000369
TMEM82	0.586643911	0.923214099	0.21643803
TMEM86A	0.529772497	0.332098743	0.408852646
TMEM86B	0.559625557	0.511222608	0.535884239
TMEM87A	2.03E-75	0.197880929	0.98316741
TMEM87B	0.012289928	0.219570303	0.716420718
TMEM88	2.58E-08	0.420909454	0.81447166
TMEM88B	0.685466234	0.997091585	0.922966933
TMEM8A	7.39E-07	0.795825414	0.295497451
TMEM8B	1.98E-73	0.004969817	0.7868184
TMEM9	0.007296082	0.201319898	0.830925216
TMEM91	1.54E-08	0.274429119	0.967691542
TMEM92	3.48E-33	0.046110727	0.618167712
TMEM94	0.177841221	0.724367226	0.001835806
TMEM97	1.26E-07	0.845287364	0.013157406
TMEM98	3.34E-41	0.26804482	0.067831861
TMEM99	0.018254752	0.367894234	0.748202715
TMEM9B	5.53E-85	0.146252461	0.942642285
TMEM9B-AS1	1.16E-12	0.962073613	0.895251943
TMF1	3.46E-07	0.531009343	0.874050383
TMIE	0.069201477	0.724063432	0.527203932
TMIGD2	0.013901133	0.205109985	0.616296477
TMLHE	5.89E-18	0.614465176	0.683826001
TMOD1	4.82E-32	0.346069399	0.5402445
TMOD2	1.75E-27	0.776309365	0.794047775
TMOD3	2.78E-09	0.561038258	0.17838392
TMPO	4.73E-32	0.108763908	0.033960038
TMPO-AS1	0.001911928	0.555834508	0.743683549
TMPOP2	0.273349355	0.39055923	0.565066738
TMPPE	3.08E-19	0.749126958	0.861630606
TMPRSS11E	8.60E-06	0.929553022	0.369981825
TMPRSS13	0.316771485	0.369235751	0.642614231
TMPRSS15	0.625753551	0.410929577	0.306206641
TMPRSS2	0.186596636	0.386519458	0.020775308
TMPRSS4	1.96E-12	0.834978084	0.008901357
TMPRSS5	0.462824996	0.538373754	0.344399597
TMPRSS6	0.000366681	0.705418408	0.449605202
TMPRSS9	3.30E-06	0.014358393	0.135426836
TMSB10	0.980592017	0.001080509	0.711293827
TMSB10P1	0.533989613	0.029116337	0.559362724
TMSB15A	3.24E-46	0.128433546	0.952485146
TMSB15B	3.25E-06	0.964390781	0.289533185
TMSB4X	0	0.018475184	0.72277497
TMSB4XP4	0.033445428	0.37342265	0.855429371
TMSB4XP8	0.00442081	0.604272191	0.793607558
TMTC1	3.56E-17	0.47952569	3.99E-05
TMTC2	2.15E-08	0.380105603	0.078187215
TMTC3	0.012825162	0.036919559	0.245540853
TMTC4	9.66E-29	0.258392543	0.213156406
TMUB1	0.099763706	0.128653932	0.160233825
TMUB2	2.64E-08	0.983840127	0.18551388
TMX1	0.756799609	0.065846636	0.574759623
TMX2	6.82E-77	0.51899028	0.192730187
TMX2P1	0.06165995	0.874289717	0.353888209
TMX3	0.003560907	0.254976462	0.567581737
TMX4	1.03E-92	0.569782244	0.715027703
TNC	4.22E-09	0.34235376	0.230382611
TNFAIP1	0.180389007	0.60785113	0.50214339
TNFAIP2	2.04E-15	0.675857386	0.097980642
TNFAIP3	3.68E-95	0.740338769	0.026378605
TNFAIP6	2.11E-08	0.603987527	0.000342833
TNFAIP8	3.48E-09	0.911248214	0.133465869
TNFAIP8L1	1.50E-05	0.158935097	0.850669928
TNFAIP8L3	0.904840303	0.265400281	0.898651661
TNFRSF10A	6.75E-26	0.586915355	0.602783336
TNFRSF10B	2.85E-16	0.471812235	0.00051095
TNFRSF10C	0.630360752	0.077799629	0.532308371
TNFRSF10D	1.75E-58	0.864399956	0.70709873
TNFRSF11A	4.50E-33	0.638958871	0.254403101
TNFRSF12A	0.184194604	0.942163708	0.00469728
TNFRSF13C	0.005853202	0.770551343	0.872135
TNFRSF18	0.911042452	0.630499539	0.049656052
TNFRSF19	0.031304133	0.079730864	0.957201608
TNFRSF1A	0.413035222	0.497533281	0.265763756
TNFRSF1B	0.482755166	0.009837993	0.9947246
TNFRSF21	1.76E-24	0.001237534	0.000255859
TNFRSF25	1.35E-20	0.646059074	0.007148182
TNFRSF8	8.23E-122	0.212616504	0.00641249
