Gene	primed 1	primed 2	primed 3	primed+PRC2i 1	primed+PRC2i 2	primed+PRC2i 3	naive 1	naive 2	naive 3	naive+PRC2i 1	naive+PRC2i 2	naive+PRC2i 3
AC012435.2	2.90331136	2.542482646	1.811144853	3.251939278	2.647153715	2.740842137	1.177010844	1.798436614	1.410613601	0	0	0
ARID3B	10.67855298	10.852781	10.82388237	10.5865175	10.67590564	10.72707981	10.19697417	10.24135664	10.20176523	10.17811255	10.26063679	10.05231133
CLK3	10.37083427	9.972676335	10.52542707	10.24288404	10.13127081	10.61575714	10.13845455	10.19330276	10.15531276	10.16560745	10.1072637	10.12677458
EDC3	9.774772508	9.803796573	9.786930031	9.75815886	9.654074107	9.842107433	9.851919517	9.768462946	9.974489543	9.9139859	9.850483083	9.998242327
CYP1A1	0.945545212	0.974662474	1.811144853	0	2.251026904	1.780838754	2.257986488	1.16299331	2.766543711	2.985912803	2.609286169	2.044263835
CSK	9.942988587	10.00555857	9.786930031	9.998910629	10.10491199	10.04203681	9.413590253	9.347816405	9.500058911	9.519618284	9.610302497	9.764285184
ULK3	9.199748672	9.182578115	9.171038389	9.179539604	9.372425304	9.141054402	9.216667778	9.473848633	9.425467415	9.201200868	9.088429963	9.234795389
SCAMP2	9.685123567	9.535779452	9.612934884	9.748657572	9.674133598	9.745780436	11.02447482	10.8800483	10.96362387	10.95128355	10.94238805	10.77764848
MPI	10.17329243	10.25838935	10.2182003	10.37945871	10.41410821	10.54459226	10.57162014	10.54640618	10.57317844	10.51560637	10.40062221	10.44400186
FAM219B	9.069062216	8.673508873	8.976357064	8.829078357	8.62046363	8.648747828	8.704442434	8.800506263	8.603958198	8.367161866	8.534871767	8.07530781
COX5A	11.06392973	10.82234384	11.14644997	10.87334603	10.42598668	11.45844096	11.94927226	11.7759149	11.95092591	11.95679313	11.74380582	11.6720324
RPP25	8.344610167	8.341344297	8.262673664	8.820034267	8.703487798	8.717157589	9.471118163	9.532962859	9.617415099	9.555452347	9.629015242	9.522164578
SCAMP5	10.19510698	10.10373575	10.03251293	9.980087729	9.849018471	10.01285036	10.18452087	10.11324644	10.18849856	10.01395857	10.1756828	10.13481593
AC015720.2	0	1.961824861	0	0	1.324284239	0	0	1.16299331	0	0.823048594	0	0
AC015720.1	0	0	0	0	0	0	2.595578256	2.847210617	0.871253083	2.0273529	0	3.577271258
PPCDC	7.917302314	7.93776156	8.206592262	8.121965697	8.016534134	8.455365037	7.571083042	7.555521118	7.551373627	7.553829945	7.291046478	7.238233901
RPL36AP45	0	0	2.373512039	0.961537214	0	1.391862627	1.177010844	2.847210617	0.871253083	1.343851745	3.113204622	2.044263835
C15orf39	10.06522703	10.06915662	9.965299737	10.14004582	10.06697907	10.23325995	10.52422648	10.52472572	10.57788236	10.42569218	10.54924748	10.42773021
AC113208.4	0	0	1.418354233	0	1.324284239	0	0	0	0	0	0	0
AC113208.2	0	0.974662474	0.876882044	0	3.090926429	2.339260426	0	0	0.871253083	0.823048594	0	0
GOLGA6C	0	2.763642785	1.811144853	1.941914322	2.462643589	1.391862627	0	0	0	0	0	0
GOLGA6D	2.233785714	2.763642785	2.119558269	3.251939278	2.647153715	2.5539792	0	0	0	0	0	0
ANP32BP1	1.511889579	3.538165047	4.004972245	3.388718233	2.810719665	2.086901014	3.098700626	2.574552434	3.748328731	4.034110855	3.485946329	4.413464022
COMMD4	9.523910359	9.345553984	9.177304669	9.352589514	9.222481429	9.345780121	9.528904734	9.599000869	9.611309775	9.276492175	9.464247241	9.342875169
AC068338.3	0	1.551079271	0	0.961537214	1.703158005	0.857651675	1.177010844	1.16299331	2.11003049	1.343851745	0	0
NEIL1	7.997896745	7.873898651	8.046942183	7.888125593	8.08605935	7.798954919	7.100099215	7.08825269	7.166225157	6.679853613	6.839454196	6.723490594
MAN2C1	10.38588778	10.28094891	10.37816419	10.40286711	10.19003565	10.2400572	10.04338458	9.774599411	9.988689344	10.04369934	10.06322321	9.684357714
AC068338.2	0	0.974662474	3.464253441	1.941914322	2.810719665	1.391862627	1.816458915	2.238067221	2.11003049	2.489245621	3.311580062	3.577271258
SIN3A	11.59764144	11.72983658	11.61000907	11.47759523	11.62483062	11.49258936	11.94881211	11.91064386	11.8998703	11.94361339	11.9771344	11.94268616
RPL13P4	0.945545212	0.974662474	0	1.941914322	0.809038275	0	2.257986488	0	1.410613601	1.725706862	1.828228788	0
AC105137.2	3.222379414	2.542482646	2.58938312	1.533447487	2.002944579	2.339260426	3.098700626	3.988283377	2.11003049	2.838573386	2.609286169	0
PTPN9	10.34230708	10.37097469	10.43156403	10.20979732	10.02490094	10.16754627	9.775097011	9.772556821	9.69162845	9.883766422	9.969056659	10.03951837
AC105036.2	0	0	0	0	0.809038275	1.391862627	1.816458915	2.574552434	2.57906095	0	0	0
AC105036.1	0.945545212	0	0	1.941914322	0.809038275	0.857651675	0	2.238067221	0	0	0	2.044263835
AC105036.3	3.598245958	3.952121125	4.50756991	3.735087663	1.703158005	3.965096579	3.766677978	3.076438072	3.081213387	3.891859343	2.270981161	3.139398891
SNUPN	8.093916504	8.103872698	8.051497649	7.780347164	7.898726067	8.009096728	8.755851382	8.593936302	8.710608529	8.406935427	8.649286089	8.566358259
IMP3	8.332229277	8.541463849	8.507788865	8.551579785	8.331465215	8.763723913	9.179498264	9.119378216	9.169100663	9.107752118	9.078252992	8.889902621
AC105020.6	2.493028031	1.551079271	1.811144853	0.961537214	1.703158005	1.391862627	1.177010844	0	0	0	0	0
SNX33	9.907265607	9.777065725	9.899862727	9.668628439	9.618629617	9.5933575	9.131647843	9.009197075	9.081274859	8.836366932	8.869854581	8.816812027
CSPG4	7.971529044	8.143806458	7.632202134	8.09222403	8.065956244	7.92963602	3.098700626	3.076438072	2.766543711	2.838573386	3.485946329	3.139398891
AC105020.1	3.483503972	4.594808468	3.569640341	4.318148709	4.003679786	2.906253842	2.595578256	0	0	0.823048594	1.828228788	1.357447143
DNM1P35	2.493028031	3.538165047	4.147961417	4.385089921	3.527145867	3.720420176	2.257986488	1.798436614	0	1.725706862	0	1.357447143
AC019294.2	2.712705702	2.955362961	1.811144853	2.932001872	3.090926429	2.339260426	1.177010844	1.16299331	0.871253083	1.725706862	1.186186261	3.754728265
PPIAP47	2.233785714	3.124568183	2.777117774	1.533447487	3.429824881	3.054636104	1.177010844	1.16299331	1.410613601	2.276705773	1.828228788	0
AC019294.1	3.983191111	4.343665607	3.227128281	4.24794964	4.413131252	2.740842137	0	0	0	0	0	0
UBE2Q2	9.313288421	9.764313045	9.230501712	9.3187445	9.572350803	9.241249623	12.20994356	11.97067374	12.11929866	12.3270162	12.110866	12.18992279
RN7SL510P	0	0	0	0	0	1.391862627	1.816458915	1.16299331	0	0.823048594	1.186186261	0
FBXO22	10.40276067	10.43674826	10.75153441	10.39882327	10.3153862	10.76258181	11.31536347	11.37403971	11.28792164	11.31711283	11.28901816	11.3219675
NRG4	4.142944211	2.542482646	2.777117774	2.520276096	3.861635435	3.312222168	4.966516992	4.291915202	4.646639654	4.494155266	4.503575917	5.011060611
AC027104.1	0.945545212	1.551079271	0.876882044	0	0.809038275	1.391862627	1.177010844	1.798436614	0	1.725706862	0	0
TMEM266	6.966624511	7.109107228	6.914152017	6.595231512	6.913785261	6.58517436	3.47100858	3.274188258	3.216068406	3.556793131	4.135990757	3.374884031
AC091100.1	3.07164815	2.281171668	0	0	0	0.857651675	0	0	0	0	0	0
ETFA	10.44457859	10.54881836	10.58320049	10.63287508	10.5455028	10.89706384	7.895318911	7.987547919	7.950045858	7.875403491	7.671046844	7.820007746
TYRO3P	0.945545212	1.551079271	2.777117774	1.941914322	1.324284239	0.857651675	0	1.16299331	0	0.823048594	0	2.044263835
ISL2	2.233785714	2.955362961	2.777117774	0.961537214	0.809038275	1.780838754	0	2.574552434	1.802297929	1.343851745	2.88313614	2.507652902
AC027243.1	1.917527128	1.961824861	0	0	0	0	0	0	0	0	0	0
SCAPER	8.875023714	9.036430496	9.041924579	8.988259513	9.051041275	8.645825803	9.546042193	9.417446819	9.386673753	9.879060571	9.654355269	9.822697749
RN7SKP217	0.945545212	0	0	0	1.324284239	0	0	0	0	0	1.828228788	0
RCN2	11.96178345	11.90671263	11.9253444	11.88818578	11.72309849	11.72527071	11.63889087	11.67837368	11.77741578	11.69355216	11.61362298	11.78492289
PSTPIP1	4.41752612	4.41066734	3.927786203	4.569078481	4.558346829	5.612148774	4.011937249	3.87099289	4.598069136	4.163586492	4.331458962	4.184712822
TSPAN3	11.11962309	11.2273424	11.13469111	11.28618589	11.27771879	11.25488431	11.03057578	10.98256549	11.11747058	11.16980385	11.1412402	11.19984543
AC090181.3	4.799687305	5.037864746	4.50756991	4.174159315	4.922658435	4.10783232	4.712681755	4.096751	3.656440839	4.542572147	3.113204622	4.784469108
AC090181.2	4.648110535	4.199536103	2.943211968	3.735087663	2.462643589	4.754179981	3.296831344	4.463796486	3.558299915	4.338318258	3.311580062	3.139398891
PEAK1	12.15693461	12.41521261	12.24166508	12.68171256	12.69337623	12.56780048	8.197561355	8.325159588	8.292908918	8.918923473	8.662970365	8.652897427
AC060773.1	0	1.551079271	0	0	1.324284239	0	0	0	0	0	0	0
HMG20A	11.12680939	11.28204751	11.37626091	11.21954218	11.32415968	11.57285352	9.647070919	9.412208336	9.333888952	9.689156863	9.71691766	9.512938975
AC046168.1	0.945545212	0.974662474	0.876882044	1.941914322	2.462643589	2.339260426	0	2.238067221	0.871253083	1.725706862	2.609286169	0
AC046168.2	0	0	0.876882044	0	1.703158005	0	1.177010844	0	1.410613601	0	0	0
LINGO1	10.48894134	10.54509536	10.18645082	10.61729746	10.50874106	10.50644098	10.49678834	10.60037539	10.62409677	10.40946645	10.61290873	10.57684383
LINGO1-AS1	0.945545212	2.955362961	1.418354233	1.533447487	1.703158005	0.857651675	0	0	1.410613601	1.725706862	0	1.357447143
CSPG4P13	2.90331136	1.551079271	0	0	0	2.086901014	0	0	0	0	0	1.357447143
AC104758.3	6.977265471	7.324224907	6.777844208	7.529761997	7.693903763	6.548095017	2.595578256	2.238067221	2.932440767	2.985912803	1.828228788	1.357447143
AC104758.4	2.493028031	2.763642785	2.373512039	3.834243246	3.704062963	2.906253842	0	0	0	0.823048594	0	0
AC104758.1	2.493028031	2.542482646	2.777117774	0	1.703158005	0.857651675	0	2.238067221	1.410613601	0	1.186186261	0
ADAMTS7P3	3.07164815	3.952121125	3.927786203	3.834243246	4.069779947	3.312222168	0	1.798436614	1.410613601	0	1.186186261	2.044263835
TBC1D2B	9.398887457	9.259566727	9.004823074	9.401913323	9.527481402	9.151392916	8.623721948	8.325159588	8.455096786	8.322799268	8.529901819	8.041487827
AC104758.2	2.493028031	0	2.119558269	1.533447487	0.809038275	1.780838754	0	0	0	0	0	0
SH2D7	4.142944211	5.235608071	4.147961417	4.831579806	5.430098374	4.10783232	3.62640446	3.076438072	2.932440767	3.459277632	3.641492616	3.374884031
CIB2	9.496432415	9.261836772	9.202101111	9.417986843	9.444269249	9.764759412	7.599503429	7.951890014	7.747835619	8.01062832	8.207704863	7.68413917
IDH3A	7.883760158	7.556469173	7.656328476	7.811102133	7.833630278	7.865774621	9.801841286	9.677512047	9.876075143	9.731541473	9.781068532	9.797591051
AC090260.1	2.712705702	0.974662474	1.418354233	0.961537214	3.090926429	0.857651675	1.177010844	0	0	0.823048594	0	0
ACSBG1	5.445996869	5.880462266	4.751060215	6.112942589	6.069955462	5.833749189	4.22149771	4.197630754	3.748328731	4.392156103	4.503575917	3.577271258
DNAJA4	2.90331136	2.763642785	3.092143075	3.251939278	2.95761526	2.339260426	9.553324955	9.554520798	9.521378964	9.542118659	9.445894897	9.387307145
WDR61	9.657270814	9.273133725	9.923664005	9.656824504	9.286427784	10.0105806	9.408244882	9.154311471	9.343128667	9.364975581	9.295879285	9.304179616
AC090607.2	5.563641048	4.121685472	5.106686962	5.094169826	4.463178223	4.356853114	5.455381684	3.988283377	4.598069136	4.721462082	4.861017049	4.413464022
AC090607.1	3.07164815	3.859228069	3.759798466	1.941914322	3.090926429	3.806672675	2.257986488	2.574552434	1.410613601	1.343851745	0	0
AC011270.2	2.233785714	1.961824861	3.846236021	3.100821274	2.647153715	3.312222168	1.177010844	0	0	0	0	0
CRABP1	10.53918016	10.43171631	10.58005084	10.97462662	10.75022686	11.30991383	4.780448729	3.076438072	4.547806277	4.163586492	4.237032786	4.51553538
IREB2	12.11719562	12.18010399	12.26121579	12.04971072	12.00127974	12.05924355	12.19294682	12.15758314	12.33517651	12.15885292	12.26012969	12.27287692
AC027228.1	1.917527128	1.551079271	0	1.533447487	2.251026904	0	1.816458915	1.16299331	0	0	0	0
HYKK	5.868065124	5.832396882	5.653854776	5.806021306	5.986856378	5.513008941	6.284028524	5.918442025	5.923768999	5.930570728	5.55207428	5.988515418
AC027228.3	0.945545212	1.551079271	1.811144853	0	0	0	0	0	0.871253083	0.823048594	0	0
PSMA4	12.30972493	12.12068556	12.42508681	11.99885499	12.15359165	12.27103845	11.55732759	11.49542168	11.66364742	11.56906555	11.50004244	11.702109
CHRNA5	7.381448359	7.408599285	6.755681808	7.314815122	7.461283349	7.401748775	5.231557815	5.207004415	5.756811599	6.018782329	5.665184234	5.91571025
AC027228.2	5.101523883	4.536001392	4.214470328	3.927019989	4.771965257	3.720420176	4.31586847	4.380414052	4.69362809	4.44405692	5.295176641	3.577271258
CHRNA3	6.987828521	7.341499167	7.083859561	7.477035829	7.539179019	7.094008141	4.780448729	4.999115394	4.78324885	5.35738675	4.135990757	4.939412842
AC067863.2	0.945545212	1.551079271	1.418354233	1.533447487	0.809038275	2.086901014	0	3.076438072	0	0	0	0
CHRNB4	5.773552307	5.880462266	5.629686682	5.281525796	5.916749054	5.230506005	1.177010844	1.798436614	0.871253083	1.343851745	0	2.85783274
AC067863.1	2.493028031	1.961824861	2.777117774	0.961537214	1.324284239	1.391862627	0	0	0	0	0	0
RPL18P11	0	0	1.418354233	1.533447487	0	0	1.177010844	0	0.871253083	0	0	0
ADAMTS7	10.54007759	10.61512802	10.42981551	10.70588305	10.67457862	10.6150103	7.139343347	6.413909616	6.362234957	6.900234428	6.346190422	6.155913511
MORF4L1	12.07447383	11.97817167	12.14958843	11.81837427	11.89959369	12.11919947	11.97028191	11.88108812	12.03856283	12.05862897	11.8297281	12.00268702
RNU6-415P	2.712705702	1.551079271	2.943211968	2.259885606	2.810719665	2.5539792	1.816458915	2.574552434	2.766543711	1.725706862	1.828228788	2.044263835
AC011944.2	0.945545212	0.974662474	2.119558269	0.961537214	1.324284239	1.391862627	2.868961421	2.238067221	0.871253083	2.0273529	2.609286169	2.507652902
CTSH	8.044177194	7.84390841	7.942900559	8.061856299	8.237531427	8.407862535	5.787285125	5.471595194	5.51663158	6.018782329	5.429336074	5.533161469
RASGRF1	4.750910025	5.307692819	4.705539232	4.510318032	5.455046294	4.838494722	1.816458915	0	1.410613601	2.674456859	0	0
TMED3	9.698046975	9.675151591	9.705447444	9.739093295	9.717306618	10.15115452	9.408244882	9.356024331	9.326454336	9.634362664	9.619689209	9.579262048
AC027811.1	2.90331136	4.121685472	3.227128281	1.533447487	3.861635435	1.391862627	1.816458915	2.238067221	3.081213387	3.119589346	3.311580062	2.85783274
MINAR1	4.353623099	5.534918347	5.362726012	5.756315876	5.573697863	5.321211727	2.868961421	3.448071447	4.385570819	4.589416778	3.909825551	4.303617479
MTHFS	4.979808012	4.65131204	4.338941351	4.318148709	4.132983803	4.412927671	5.231557815	5.10680121	5.379666053	5.302210204	4.982405028	3.912728777
AC021483.2	0	0.974662474	0	0.961537214	0	0.857651675	2.595578256	2.238067221	1.410613601	1.725706862	1.186186261	2.044263835
AC015871.6	3.222379414	3.124568183	3.350557202	2.740777035	3.090926429	3.965096579	4.011937249	3.988283377	4.441700992	3.734031852	1.828228788	3.754728265
ST20	5.021531411	5.198168451	5.448124924	5.245950676	5.404711437	5.321211727	6.136669165	6.211668505	5.842704118	5.672259277	6.073096548	4.610859858
AC015871.3	6.878547429	6.358875085	6.417457945	5.854071109	6.307655906	6.389442978	6.774163985	6.906465873	6.590420432	6.77411239	6.536617177	6.977109311
ST20-AS1	5.284017293	5.677774085	5.502372459	5.478313478	5.683328392	5.166703855	5.753959642	6.111800182	6.225030842	5.83661226	6.455068857	5.715793285
ZFAND6	10.99622352	10.8115373	11.10486769	10.91145476	10.7930486	11.15463725	10.91848601	10.73234003	10.88229619	11.03721925	10.76340887	10.84903772
FAH	7.933785413	8.128960531	7.674162092	8.015071453	7.843111444	8.23198841	8.185113143	8.00852715	8.105814749	8.510975513	8.474071643	8.641654425
AC087761.1	0	0	1.418354233	0	1.324284239	0	0	0	0	0	0	0
CTXND1	1.917527128	2.281171668	2.373512039	0	1.703158005	0.857651675	1.816458915	1.16299331	0	2.276705773	1.828228788	0
AC016705.2	5.748923939	5.994054449	4.751060215	5.756315876	6.037287933	4.993641753	0	1.16299331	0	0	0	0
ARNT2	8.202200021	8.248245218	7.862224491	8.239684611	8.28352274	7.750812729	2.595578256	3.274188258	1.410613601	2.0273529	2.88313614	3.139398891
AC016705.1	0	1.551079271	0	1.533447487	0.809038275	0.857651675	0	0	0	0	0	0
ABHD17C	9.12276553	9.141253765	9.12639538	9.3187445	9.101291385	9.028898994	8.166237088	7.799732044	7.813125624	8.633385205	8.321369188	8.530234825
AC023302.1	0	0	0	2.259885606	0.809038275	0	0	1.16299331	1.410613601	1.343851745	0	0
CEMIP	6.413770219	6.408894903	6.120703988	7.663862198	7.624124676	7.119508419	5.325293653	4.820829364	4.908034035	4.721462082	4.861017049	5.079317893
AC027808.2	0.945545212	2.542482646	0.876882044	0	1.703158005	0	0	1.798436614	0	0	0	0
MESD	10.01317886	9.927634026	9.786930031	10.03973606	10.00814142	9.939579604	10.74594934	10.79103164	10.77578101	10.64735833	10.61055674	10.72801438
AC068870.2	3.07164815	2.542482646	2.373512039	3.100821274	0.809038275	2.5539792	2.257986488	0	2.363523009	0.823048594	0	2.507652902
TLNRD1	9.248879364	9.332654189	8.917682527	9.514581666	9.587942605	9.512253575	8.518506253	8.508151743	8.610094647	8.464612443	8.649286089	8.669599334
CFAP161	0	0	0	0	0	1.391862627	0	2.847210617	0	0	0	0
AC068870.3	0	0	0	0	1.324284239	1.391862627	0	0	0	0	0	0
IL16	2.493028031	2.542482646	2.119558269	2.259885606	1.703158005	1.780838754	0	0	0.871253083	0	2.270981161	1.357447143
STARD5	4.41752612	4.594808468	3.846236021	4.385089921	4.132983803	4.356853114	1.816458915	2.574552434	2.766543711	3.556793131	2.88313614	0
AC103858.3	2.493028031	2.542482646	4.278047792	3.388718233	2.95761526	2.740842137	2.257986488	2.847210617	2.11003049	2.276705773	0	0
TMC3-AS1	5.213765116	5.120241953	4.214470328	4.78276213	5.430098374	4.356853114	0	1.16299331	0	2.276705773	0	1.357447143
TMC3	2.712705702	0	2.373512039	2.259885606	2.647153715	2.339260426	0	0	0	1.343851745	1.186186261	1.357447143
AC103858.2	1.917527128	1.961824861	1.811144853	2.259885606	2.002944579	0	0	2.574552434	0	0	0	0
AC060809.1	1.511889579	2.955362961	0.876882044	2.740777035	0.809038275	2.086901014	1.816458915	0	0	0	0	1.357447143
AC023034.1	3.222379414	4.121685472	2.943211968	2.932001872	2.647153715	3.888058123	0	3.274188258	2.11003049	1.725706862	1.186186261	3.754728265
AC104041.1	5.956765138	6.289364375	5.875577351	5.967628469	6.511676341	6.162925187	4.966516992	4.999115394	4.985604652	4.880597227	5.094367396	4.864020073
MEX3B	8.58967129	8.533970015	8.517699892	8.433993001	8.190025554	8.278007452	5.07844039	4.882738609	5.51663158	5.244839199	5.247533464	5.533161469
EFL1	10.01059125	9.805353658	10.26307948	9.912203591	9.597777639	9.843383329	9.216667778	9.112934826	9.004156256	9.358228486	9.068003721	9.397369223
SAXO2	4.41752612	4.273399977	4.453521155	3.927019989	4.413131252	4.664630139	2.868961421	2.574552434	2.57906095	1.725706862	1.828228788	3.139398891
ADAMTS7P1	2.90331136	0.974662474	3.350557202	3.51364503	2.95761526	2.906253842	0	0	0	1.343851745	1.186186261	0
GOLGA6L10	2.712705702	3.413027208	2.943211968	3.6286109	2.251026904	2.339260426	1.816458915	3.076438072	2.11003049	2.276705773	1.828228788	1.357447143
UBE2Q2P2	4.53742019	5.272100615	4.214470328	5.133638128	4.992486006	4.838494722	4.404443358	3.60323329	3.656440839	4.100300671	3.641492616	4.784469108
AC243919.1	0	2.281171668	0.876882044	0.961537214	2.002944579	0.857651675	1.177010844	2.238067221	1.410613601	1.343851745	3.113204622	1.357447143
GOLGA6L9	4.065277763	5.235608071	4.278047792	4.679872893	4.69027308	4.796953209	3.62640446	2.238067221	2.932440767	3.119589346	3.311580062	1.357447143
CSPG4P10	1.917527128	2.763642785	3.092143075	3.51364503	3.704062963	2.5539792	2.595578256	1.798436614	0.871253083	1.725706862	3.485946329	0
GOLGA2P10	3.983191111	3.859228069	2.373512039	4.096390385	4.361285572	3.425598378	4.120519134	2.847210617	3.216068406	2.985912803	3.641492616	2.85783274
CPEB1-AS1	1.917527128	2.542482646	0	1.941914322	2.251026904	2.339260426	1.816458915	3.076438072	1.410613601	0.823048594	1.186186261	1.357447143
AP3B2	7.596865449	7.45695256	7.394723638	7.280061333	7.790176644	7.35241658	7.07333056	7.237879757	7.132516958	7.041701617	7.020434706	6.517499288
AC105339.1	1.917527128	1.961824861	1.811144853	0.961537214	2.002944579	2.086901014	0	1.16299331	0.871253083	1.343851745	0	2.85783274
ACTG1P17	3.222379414	3.124568183	3.464253441	3.51364503	4.193534551	3.189170356	2.595578256	2.238067221	1.410613601	2.674456859	1.828228788	2.044263835
AC105339.5	1.917527128	2.542482646	0.876882044	0	2.251026904	0.857651675	1.177010844	1.798436614	1.802297929	0	2.270981161	0
SNHG21	2.712705702	3.275995195	3.667850173	1.941914322	2.647153715	3.53071028	2.868961421	3.60323329	3.656440839	2.674456859	3.781888659	3.754728265
AC105339.2	3.222379414	1.551079271	4.278047792	1.533447487	2.95761526	2.339260426	4.011937249	1.798436614	4.69362809	4.034110855	4.582500361	3.754728265
FSD2	1.917527128	1.551079271	3.092143075	2.520276096	0	1.391862627	6.001214654	5.157772597	5.436021992	5.628069248	5.803399648	5.533161469
WHAMM	7.428733396	7.31550959	7.720667993	7.703744716	7.242303554	7.865774621	8.344726784	8.513053756	8.300517968	8.44882097	8.050008452	8.187799204
HOMER2	8.568715732	8.749888575	8.501143484	8.406060416	8.567110682	7.934433312	9.952663114	10.07397842	10.15950297	10.41028209	10.38969042	10.45367749
AC022558.2	0	0	0	0	0	0	1.816458915	0	0	1.343851745	0	0
RAMAC	5.563641048	5.807750027	5.854877051	5.053591334	5.213272203	6.211163469	8.101471251	7.682787747	7.625946213	7.772590054	7.880763731	8.024275807
C15orf40	8.511298882	8.225164269	8.853914578	8.573271837	8.334829478	8.747459818	8.726085886	8.62143389	8.721986177	8.928064607	8.694404438	8.841589284
AC024270.4	2.233785714	1.961824861	2.58938312	2.259885606	0.809038275	1.391862627	2.595578256	3.076438072	0.871253083	1.343851745	1.828228788	1.357447143
BTBD1	10.32053531	10.34444476	10.26209718	10.21325549	10.26953663	10.06846394	10.31878124	10.28929078	10.33277072	10.31419612	10.1946496	10.26324409
AC022558.3	0	2.955362961	3.464253441	1.941914322	1.324284239	0	0	1.16299331	2.11003049	2.674456859	2.270981161	2.85783274
AC022558.1	1.917527128	1.551079271	2.373512039	2.520276096	2.647153715	2.339260426	2.257986488	2.847210617	2.57906095	2.276705773	2.270981161	2.044263835
AC024270.2	2.233785714	0.974662474	0	0	0	1.391862627	0	0	0.871253083	0	1.186186261	0
AC024270.1	0.945545212	0	1.811144853	0	1.324284239	0.857651675	1.816458915	2.238067221	0.871253083	1.343851745	1.186186261	1.357447143
AC024270.5	0	1.551079271	0	2.740777035	1.324284239	1.780838754	0	1.798436614	0	1.725706862	0	2.044263835
TM6SF1	2.712705702	2.763642785	3.464253441	2.932001872	2.462643589	2.5539792	2.868961421	2.847210617	1.802297929	2.674456859	3.641492616	3.139398891
HDGFL3	11.64178633	11.43572514	11.50805024	11.30359383	11.28338869	11.09750334	10.07240014	9.878916092	10.08875826	10.23814362	10.09721918	10.39127314
AC103876.1	0	1.961824861	0	1.533447487	0	0	0	0	0	2.0273529	0	0
BNC1	1.917527128	1.551079271	0	2.740777035	2.002944579	0.857651675	1.816458915	4.542621902	3.452992364	3.734031852	2.609286169	2.044263835
SH3GL3	7.644375927	8.015155362	7.809410457	7.905331083	8.14090196	7.788394628	4.566779014	4.882738609	4.69362809	5.486746746	4.796264896	5.266619031
ADAMTSL3	4.142944211	4.273399977	4.278047792	4.831579806	4.307507054	4.518933552	3.62640446	4.688421414	5.022879977	4.989394199	4.982405028	5.144491127
EFL1P1	2.712705702	1.961824861	0	2.259885606	2.002944579	1.391862627	0	0	0	1.343851745	2.609286169	0
GOLGA2P7	4.216642268	4.474694987	4.397368455	5.383272338	4.603675979	5.029954879	4.120519134	3.988283377	3.993359055	4.282393174	3.781888659	3.912728777
AC243562.2	2.233785714	0.974662474	1.418354233	0.961537214	0	0.857651675	0	0	0	0	0	0
AC243562.1	0.945545212	3.124568183	0.876882044	1.533447487	2.002944579	2.5539792	2.595578256	1.16299331	2.363523009	2.674456859	2.88313614	0
DNM1P51	1.511889579	0	0.876882044	0.961537214	0.809038275	1.391862627	0	1.16299331	0	0	1.186186261	0
GOLGA6L5P	1.511889579	3.413027208	2.373512039	2.520276096	3.090926429	0	1.177010844	2.238067221	2.57906095	1.343851745	1.186186261	3.139398891
AC048382.2	1.917527128	0	0.876882044	0.961537214	2.251026904	0	0	0	2.11003049	0	1.186186261	0
UBE2Q2P1	4.41752612	3.759939612	4.453521155	4.732234541	4.731697315	3.720420176	5.455381684	5.826921956	4.495728875	5.057619196	5.55207428	4.51553538
AC048382.5	2.493028031	3.952121125	2.58938312	4.318148709	3.32546087	3.054636104	1.177010844	0	0.871253083	0.823048594	1.828228788	0
ZSCAN2	9.406780977	9.576471667	9.406174726	9.346303758	9.401593594	9.250896806	7.376787291	7.759045806	7.286048933	7.683635842	7.558413979	7.296745323
AC048382.1	4.700425711	3.759939612	4.214470328	4.385089921	3.861635435	4.518933552	2.868961421	2.238067221	0	2.0273529	2.270981161	1.357447143
SCAND2P	5.67241106	5.903907486	5.42021655	5.538364967	5.683328392	5.513008941	4.566779014	5.157772597	4.547806277	5.244839199	5.147250272	4.303617479
WDR73	7.193465261	6.831956027	7.038685713	6.462040957	7.168804385	6.548095017	7.332322349	7.295917117	7.316389698	6.998964673	7.006190534	7.129756184
NMB	6.923258008	6.819681466	7.001499738	6.89993654	6.569937443	7.502101115	4.64157403	4.197630754	5.259886238	4.034110855	3.641492616	4.184712822
SEC11A	11.38534856	11.53432097	11.40546903	11.35667802	11.27771879	11.57015886	10.33436595	10.25897206	10.24084859	10.54412647	10.48393237	10.52883158
AC115102.1	0	0.974662474	0	2.259885606	0	1.391862627	0	1.16299331	0.871253083	0.823048594	1.186186261	0
AC012291.2	1.917527128	1.961824861	2.58938312	1.941914322	3.090926429	2.086901014	1.816458915	2.238067221	2.11003049	1.725706862	2.609286169	2.044263835
ZNF592	10.41650933	10.53855691	10.26700199	10.31439788	10.27392485	10.13873732	9.737228437	9.716284522	9.707455428	9.57158348	9.701529565	9.631346371
ALPK3	9.79896719	9.940444957	9.602107222	9.990873724	10.11179213	9.594873364	4.31586847	4.820829364	4.547806277	4.163586492	4.503575917	4.864020073
SLC28A1	0.945545212	2.281171668	0	0	1.324284239	1.780838754	1.816458915	2.847210617	3.748328731	3.891859343	2.88313614	3.912728777
PDE8A	8.290175029	8.468650045	7.952675099	8.813973221	9.02002904	8.304189253	9.041302074	9.286154219	9.13119964	9.330920068	9.138265042	9.20072692
